cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(0)_pft4,cfall(0)_pft5,cfall(0)_pft6,cfall(1)_pft0,cfall(1)_pft1,cfall(2)_pft0,cfall(2)_pft1,cfall(2)_pft2,cfall(2)_pft3,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(0)_pft4,nfall(0)_pft5,nfall(0)_pft6,nfall(1)_pft0,nfall(1)_pft1,nfall(2)_pft0,nfall(2)_pft1,nfall(2)_pft2,nfall(2)_pft3,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(0)_pft4,krb(0)_pft5,krb(0)_pft6,krb(1)_pft0,krb(1)_pft1,krb(2)_pft0,krb(2)_pft1,krb(2)_pft2,krb(2)_pft3,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.35910216868658096,0.15474430734312036,0.022849490526126233,0.1592580234770928,0.019017589973288458,0.007871957316870347,0.16633458297670553,6.687668502034784e-06,1.9324401788895093e-06,1.65675193631745e-05,2.0277640622838337e-06,0.00835523975156012,7.764551396671061e-06,1.4128151236280883e-05,0.0002607255798180888,3.146235649467916e-05,0.0007252816358761957,3.4874009141808884e-05,5.226120941111521e-06,0.0004416767202148218,2.9706282028586455e-05,3.263717783053236e-05,6.43640263470065e-05,0.00014797459178583745,0.004061355904831666,0.0007494829093304896,-7.373467705536887,-11.940676134841585,-2.1645886272640475,-0.9490099415793505,-0.47785447032151673,-3.5578159643846594,-1.1583571598658378,-15.798985598656207,-19.697805110669037,-17.18271744374662,-11.862901227637783,-4.38337291604549,-12.085721617455402,2.4001048058742525,0.23118232728592406,0.07664476539008304,0.016879973951640617,3.854489232392102e-06
0.3480574466331865,0.16314052523116415,0.023291819268913386,0.15829748175268005,0.01781464735399125,0.00717110793305581,0.1677254525021714,7.33896049365159e-06,1.979773851175755e-06,1.5345080322394413e-05,2.078120597953477e-06,0.008635226052789926,7.706847012781338e-06,1.3567424523431208e-05,0.00026386399960757524,2.9709559247194228e-05,0.0007130454647839115,3.470686977552497e-05,5.001461284913482e-06,0.0004481674192192657,3.216123445293167e-05,3.1435534207352e-05,6.610108887263104e-05,0.00014239160293391526,0.00403630057356888,0.0007689910656105009,-7.315441449243492,-11.856145084835228,-2.056439906411201,-0.8759228824714866,-0.500326361303823,-3.6594685035786,-1.2025992202561857,-15.90330022159564,-19.213888766663676,-16.77758273401588,-11.41319781966261,-4.675834987517711,-12.814445315990474,2.2925201366004773,0.2268281480459629,0.07300493149823659,0.017026681257535682,3.983418490714097e-06
0.35939233508478635,0.15929134231407324,0.023076786232779856,0.16880646911933475,0.018153400232458372,0.007436821962533434,0.16850465459747582,6.941309521495387e-06,2.0028862785494422e-06,1.6052908642731276e-05,2.0369305864113947e-06,0.008481341397183758,8.073062435618799e-06,1.3587392803581397e-05,0.000256119508161292,3.20353791773112e-05,0.0006838998531528493,3.3694049485776154e-05,5.1112818269697956e-06,0.0004480450718473329,2.972404661213705e-05,3.168537352838769e-05,6.282181718844743e-05,0.00014934822487028103,0.003907347355150463,0.0007576684810696815,-7.1297452052582235,-12.504880285109316,-2.1436108500665565,-0.8924107541572293,-0.4657143247063689,-3.60271724152531,-1.1008399412617649,-16.308177909863716,-20.224577508995203,-15.978796160968583,-11.603277500038129,-4.3726361352100955,-12.48865061328869,2.238836383893075,0.23725614507246723,0.07506890890513518,0.018197499538549544,4.072178103177433e-06
0.3439091362420179,0.1630495848265547,0.02192003480180879,0.16050721893897862,0.01886049876680256,0.007238530008203705,0.1638178557567594,7.090840353467151e-06,2.0282834062241917e-06,1.523666573998257e-05,1.9955513867637557e-06,0.00801431277262099,7.636560170636474e-06,1.4170131344166373e-05,0.0002447964163008369,3.178070682696281e-05,0.0007233801591880096,3.66271044447677e-05,4.970335143541675e-06,0.0004445199016643717,2.968937324998382e-05,3.269095901059055e-05,6.669246108981728e-05,0.00015525168413746483,0.003964247334893171,0.0007621229510897179,-7.28705135731427,-11.646738659808365,-2.1960323821718077,-0.9512501473985502,-0.5139485406257143,-3.711042486052656,-1.1604107912807682,-15.999307128082375,-20.311777484294662,-16.226180085263305,-11.424870209027937,-4.5230815978303704,-13.21790375197926,2.3364285880137907,0.2188772020408327,0.07383722848321927,0.01745624426111006,3.948184206966375e-06
0.34718629498923537,0.15235592323740693,0.022076008583489806,0.15599741803243913,0.018320407438610204,0.007807541803904072,0.17013253233724487,7.2446553182602705e-06,2.046156736164417e-06,1.587053107040031e-05,2.0179411954460575e-06,0.007913792899731122,7.941201252416485e-06,1.3909017710762266e-05,0.0002623715076701641,3.0516740406435564e-05,0.0007207892855964064,3.4779345298799164e-05,5.086054426306278e-06,0.0004318363133374965,3.0201989833208268e-05,3.232204271223336e-05,6.507504929740296e-05,0.000143227744399962,0.0040706371068389875,0.0007567898394311236,-6.999349654122239,-12.15308664040662,-2.093709440700093,-0.890236231679943,-0.4709656940478638,-3.764248391317823,-1.1698190393639833,-16.88507232738458,-20.566706090901842,-17.45888602176254,-11.840674410170152,-4.399744063319378,-12.373597776119878,2.3253482679597233,0.2196939519785116,0.07395259806618126,0.017940093926782974,4.033980658634767e-06
0.36056650937636986,0.16749382033482518,0.023234665302935116,0.16633323754060952,0.017857945633131797,0.007370552165291746,0.17433741707624578,7.106836638629129e-06,2.0002396847600866e-06,1.6674338832046367e-05,1.9227143464324933e-06,0.007881469576659035,8.097994033670044e-06,1.3696198377523332e-05,0.0002573744659800747,3.1477952541938105e-05,0.0007294688226450615,3.402589434272912e-05,4.762658694537236e-06,0.000461592491674958,3.063303804652754e-05,3.359669490911403e-05,6.350849630990611e-05,0.0001546834179816491,0.003991495848861896,0.0008152787556730277,-7.517745792528629,-11.609265033921202,-2.1945200032900574,-0.9420437436300734,-0.4830667233309915,-3.5800958614276133,-1.17889103242197,-16.920924418820423,-19.9329892119331,-16.283731122117622,-11.065348221308556,-4.719443502730979,-12.213110145809534,2.280752922478299,0.22114332831182748,0.07462432989133656,0.016916559699115714,3.950812105293334e-06
0.35407702055177664,0.16116792267620578,0.022974832412186175,0.16877717479380205,0.018329619834526675,0.007649803049812044,0.17070291865715959,7.133756317251156e-06,1.9973123442095994e-06,1.6182961221417456e-05,2.023935030464663e-06,0.008296115538103574,8.139337989011888e-06,1.3545186352418897e-05,0.0002637339859081171,2.9481831779097514e-05,0.0007314329121822857,3.657652101889236e-05,4.953749701029311e-06,0.00045292482093288965,3.0313040023831515e-05,3.3375597408241106e-05,6.234136238587258e-05,0.00014693794700820895,0.0040594481247033486,0.0007628789450406221,-6.988688503919788,-12.176496838323585,-2.1966921923689564,-0.8978144390327227,-0.511915056531624,-3.6359096452350856,-1.1235282026804423,-15.658201380857491,-19.538480465471874,-16.043149306188916,-11.327382479293796,-4.500677576224939,-13.190413174172212,2.3903747670648974,0.22648493831592656,0.07270876210997936,0.017348647250453205,4.096516917189901e-06
0.3533532805070456,0.1573201557339345,0.02177515029441157,0.15470533907233053,0.018427751023640648,0.007387824067591679,0.16603589843018135,6.98010998410613e-06,1.983160491202244e-06,1.564910446733927e-05,2.0841619473311903e-06,0.008558420512973343,7.806518811656614e-06,1.3795644439335487e-05,0.00025861703345771635,3.0334380805829057e-05,0.0007315942827740021,3.420625024649885e-05,4.890262343324744e-06,0.000438624981805779,3.1475413764064467e-05,3.125146997302054e-05,6.32993631381715e-05,0.00014311788125048757,0.0037842729078822637,0.0007578849833689091,-7.137928875183022,-12.509487469332246,-2.1560285286349568,-0.9016321192756359,-0.5134719921260491,-3.587863960011596,-1.1630813394156192,-17.234224276927048,-19.908699620481634,-16.396731926913713,-11.332963612638473,-4.40520487269585,-12.225559825410848,2.2074629587131662,0.22348778567859034,0.0788398527630779,0.01750111309065081,3.829911994191015e-06
0.3435974955540386,0.15568316174776178,0.02235616268110811,0.1666538835054546,0.01769442588512042,0.007585007544872089,0.17664233260335593,6.9106409630265435e-06,2.0156979328549423e-06,1.5393725491413886e-05,1.9979654835988066e-06,0.007876493839670448,8.025442986606043e-06,1.3463127887951414e-05,0.00026598879054038173,3.0343378395511333e-05,0.0007117670948650415,3.4603076030795355e-05,5.0096384043255845e-06,0.00044373215575905687,3.194887771739655e-05,3.1233953936054413e-05,6.776942214026272e-05,0.00014975617899621961,0.0038866157603211614,0.0007925623231454982,-7.205433107394283,-12.5063631211471,-2.049635684612871,-0.9172321078653866,-0.4937146773205084,-3.6081252771316397,-1.187975913713594,-16.234405317799997,-20.630071520098898,-17.13759575289111,-10.980552641227362,-4.488409025409285,-12.7953557772255,2.231572148053226,0.23209314529471353,0.07531282587478849,0.017488189346523894,4.108504061509455e-06
0.366813194101447,0.16626564454610152,0.02249446672408114,0.16261702152139057,0.018563701946079217,0.0077119529027370685,0.16761508520635984,7.17452928134139e-06,2.048148092738056e-06,1.5975920658964225e-05,2.0549852184774794e-06,0.00848824994447501,7.686847403199263e-06,1.3483681397684477e-05,0.00026249984867132426,3.206318984238034e-05,0.0007332047041567749,3.498173314470399e-05,4.773693500314713e-06,0.0004374880945028581,3.008464250277709e-05,3.2103129703807706e-05,6.19630715652799e-05,0.0001438635462461447,0.004102152535287954,0.0008158372842644213,-6.985643686421633,-11.601052198152596,-2.053908735751671,-0.9091528145235657,-0.4984917682584815,-3.7998795706043884,-1.13049513925478,-16.681861407903952,-19.82067109495225,-16.71818020714326,-11.020090685797102,-4.564721358482307,-12.08119284732177,2.4025639111311063,0.23874514699851068,0.07361444770421445,0.017108189326735215,4.000896134405356e-06
0.3419866189762028,0.1658978784911556,0.023647907586965437,0.1640392847447421,0.018601763808973496,0.007774111430830876,0.17014262358498805,6.824574420808155e-06,2.0383241720288695e-06,1.6264584732479134e-05,2.01443269350272e-06,0.008183182297065553,8.248315556280256e-06,1.4294697188072804e-05,0.00026032241949217494,3.0195802583867995e-05,0.0007515724728855299,3.344052395358316e-05,4.930176021615006e-06,0.0004308038093583168,3.0118508751927815e-05,3.3048499384166e-05,6.598914756950326e-05,0.00014691561329044814,0.0037163178241916357,0.0008038770612178427,-7.318952493639884,-11.613078851153602,-2.161379805778105,-0.9406949945428305,-0.4810347204100624,-3.502889740345528,-1.2026837592235529,-15.641667309546134,-19.46057947346374,-16.751143862686913,-11.624310702291769,-4.511307463377075,-12.316787632963873,2.3735771562023675,0.2189284777373513,0.0759731171081272,0.017234066640748953,4.044868865677713e-06
0.35255677933071394,0.15999340208413348,0.022130558023400665,0.16200196743704712,0.017777473718339935,0.007226552807134919,0.17644728870665144,7.339964174669833e-06,2.0196741499712656e-06,1.6171720655979165e-05,1.9192405169718807e-06,0.007916769545253763,8.009509728445327e-06,1.4208047631747323e-05,0.00025260686966397896,3.211352791485814e-05,0.0007372778010628576,3.3874629792420297e-05,5.2151374982729535e-06,0.00044940802252247617,3.22625070241044e-05,3.2840583356171e-05,6.653823044275912e-05,0.00015041355703781874,0.0037533389119220064,0.0007736081116462723,-6.83532665798998,-12.413430392935808,-2.2177627068044448,-0.8914747761095292,-0.50642807346012,-3.497784810739994,-1.1251479602199321,-15.858102086639002,-20.30794589510565,-17.15036525090907,-11.167870174503413,-4.697637681574329,-12.202082226535982,2.262732541884663,0.2344288948320311,0.07490950240079113,0.017697866656188003,4.111785857018163e-06
0.3545512515236565,0.16220258607109425,0.022140968034174608,0.16510796607953676,0.017863057063555923,0.007390849658002629,0.17394349157199243,6.670168325098562e-06,2.0424594129855216e-06,1.6667381008245544e-05,1.9522811611034965e-06,0.008096924446279555,8.069461674014548e-06,1.3499006050369182e-05,0.00025229304801960945,2.979036113362164e-05,0.0006993626927521721,3.367784414400603e-05,4.867670244230785e-06,0.00043603215725912265,3.205851054625227e-05,3.061710417205797e-05,6.25747338960682e-05,0.00014919465862214148,0.003844810258999085,0.0007680464958919487,-7.529231666790313,-12.24479595352855,-2.1015054650802556,-0.9204760230398196,-0.5016733829374773,-3.7860916473162196,-1.1130425173502376,-16.449176887622816,-19.751102549109387,-15.83616346756594,-11.870849034267797,-4.663415199368963,-12.119622424295109,2.3277413943667766,0.23264252275429365,0.07437071684982575,0.017851788590851507,3.962214939576147e-06
0.3604379727393496,0.15363906641302197,0.022903934010876825,0.16362500217588913,0.01828804102561097,0.007914758283388855,0.1640666667659874,6.765644545094437e-06,1.9208355522731932e-06,1.606613021588731e-05,1.927924130549242e-06,0.00813649728130798,8.062197027764538e-06,1.3846404970907661e-05,0.0002686533498936841,2.9582110501442048e-05,0.0006966076648390268,3.35885865062856e-05,5.120054672571181e-06,0.0004206733540077553,2.9464999036459382e-05,3.255138397191692e-05,6.565998848711184e-05,0.0001445240301571103,0.003824365763158214,0.000741803470013299,-6.884458720078027,-11.722831408647513,-2.036127212601105,-0.8909528498526812,-0.5115275056926152,-3.6202349362396884,-1.185449476189174,-16.276044316579124,-19.360151468337634,-15.991741647475754,-11.990542464249117,-4.673100077699119,-12.258440464406863,2.385661769919447,0.22457978168608322,0.07205369221751279,0.018176457845862696,3.836165665402192e-06
0.35583771846094703,0.15328180355808718,0.02360946457008294,0.15796379101359115,0.01919454493594468,0.007683438413443712,0.16949949260112418,6.665329260449843e-06,1.9932727382501907e-06,1.588764095766992e-05,1.978770529560845e-06,0.008326396987698964,8.151580749563865e-06,1.356678508106288e-05,0.00025990332841760195,3.209053285444591e-05,0.0007038556396125391,3.4237589397777184e-05,5.173820220553256e-06,0.0004322238398476089,2.9898513295626175e-05,3.159615236038165e-05,6.438635782290529e-05,0.00015537969504455067,0.0038875541088834818,0.0007619472750204245,-7.521495011663692,-12.054983060050006,-2.1938628599803653,-0.8949927520353734,-0.4899120529658467,-3.762413670274369,-1.1638109159440544,-15.836122704036658,-18.995392042825916,-16.20842289403129,-11.502918722351627,-4.693009730374985,-13.31538165648778,2.299778007602492,0.22918519680447957,0.0782147227254153,0.018265449954362738,4.092387824337302e-06
0.35171707772390237,0.15439424208786848,0.02310031140958668,0.16316797668165553,0.01802709260071365,0.007341349469925071,0.16619665165028952,6.8289316955550135e-06,2.0296919242618676e-06,1.565829093715632e-05,2.002044995563547e-06,0.008459616335149087,8.016275081016648e-06,1.3763396722225885e-05,0.00025796700744222805,3.1469166821043964e-05,0.0006885749137952573,3.3515530865419664e-05,5.1184075532621065e-06,0.00043423634065438974,3.092372232653439e-05,3.1768756117363794e-05,6.24351650984239e-05,0.00014519078993822457,0.0040605605139934445,0.0008061721178072804,-7.146237215691959,-12.582187140277597,-2.106364266855387,-0.929039874896016,-0.47446134259682304,-3.5996126827731287,-1.1736804435832555,-15.680448659354862,-20.415068713998892,-15.897363934897964,-11.15180764613626,-4.341625641895452,-12.418255764020168,2.2401563290765356,0.23511193779695458,0.07537493417177094,0.018217387385031304,4.1925006564052815e-06
0.3572479764630542,0.16536981361283848,0.023120447640134784,0.16810375414027984,0.018708856485588825,0.007785313690020897,0.17214579534323357,7.265538953786094e-06,2.0834071822601596e-06,1.5408428162659436e-05,1.997729506073491e-06,0.008423689991046476,7.883500684593876e-06,1.336451463624739e-05,0.0002536304023102037,3.161245897404249e-05,0.000735478355410911,3.486955776338083e-05,5.053176864440357e-06,0.00045449277696462537,3.153657224371245e-05,3.267553119398941e-05,6.587713347494924e-05,0.00014785748208097222,0.003880030198253376,0.0007830382161215341,-7.4664810814742735,-11.539086143741887,-2.054631695971895,-0.8937139516575854,-0.4939825839064205,-3.5880065122354865,-1.0995018057167951,-15.922222022011448,-19.139826362643262,-16.56114480844271,-10.920328538620055,-4.67616611143793,-12.600851403612072,2.273248917001517,0.21930142603685024,0.07726978484847113,0.018290739805347865,3.872357724368062e-06
0.36691897216224034,0.16090397801737702,0.022269479285004397,0.16836477074169381,0.019101190648450506,0.007232780889236041,0.17242147726432866,6.663542641520309e-06,2.074704116393545e-06,1.6331733049207297e-05,2.0035484443913224e-06,0.008279165143001503,7.797485052936002e-06,1.3575514785067297e-05,0.00025394140230702237,3.048191458799098e-05,0.0006882723886298938,3.3585253184092816e-05,4.756927167203259e-06,0.00042036428312835513,3.117403526445042e-05,3.1008523782180516e-05,6.218115315720696e-05,0.0001409078345114392,0.0038787397546002533,0.0008054812797729837,-7.076793530585213,-11.910898871532156,-2.2205585742084972,-0.8876820723208667,-0.5090213501630978,-3.519390633142324,-1.1066246387993732,-15.744867970314688,-18.97229164023807,-16.80884487719316,-11.20859110850465,-4.584919049147046,-12.433760091842947,2.399041737234456,0.2216981930795967,0.07816357971925701,0.01748997927519384,4.150663592785043e-06
0.362686195454675,0.15377541234106298,0.023247027712287812,0.16063604837136403,0.017879837962890707,0.007383761656005444,0.16320221513698688,7.156041861326143e-06,1.9407746308467142e-06,1.5539834888619632e-05,1.994739191472606e-06,0.008308265433309236,7.847701619591733e-06,1.3997092628674247e-05,0.00026711214927502405,3.0492150426960332e-05,0.0006862583838154067,3.370979433983895e-05,4.8719496506747755e-06,0.00043487143666553113,3.187050250117165e-05,3.179903158023477e-05,6.585749934942543e-05,0.00014460180317353764,0.003780605642820613,0.0008109075865412656,-7.478876543874484,-12.448727406883993,-2.095771940259643,-0.8815796100648982,-0.48527126378321306,-3.59486922646947,-1.1139427240273694,-15.710657794626114,-19.686390549380217,-17.166225053848535,-11.197165238589013,-4.551890202080779,-12.555684467287035,2.331804055611095,0.23256141991083118,0.07241316686059417,0.017932545708805564,3.9980710317307924e-06
0.34874921109911733,0.16585402687346434,0.022700400462235627,0.16730779648722865,0.01876764607360617,0.0076967278963668995,0.17389605356144855,7.001931013437761e-06,2.0562635552644337e-06,1.5529798382260673e-05,2.079769791323404e-06,0.008037179864582779,7.71869197464285e-06,1.3956440033477961e-05,0.0002493589284420798,3.0453856242812182e-05,0.0007152529242377321,3.406741580125531e-05,5.210744958174034e-06,0.00043835625075703936,3.017282989110094e-05,3.118390792416708e-05,6.543953753709668e-05,0.0001540292734574351,0.003989045263841574,0.0007552726821310173,-6.903940222317712,-11.471096932888686,-2.090257842458413,-0.9620426284989062,-0.5116970895901269,-3.596722609853618,-1.1558303503337237,-16.679098599694992,-20.36568327544976,-16.352178889379765,-11.86175930946995,-4.623784966765694,-12.065504185174165,2.2517644282215414,0.22123997180715124,0.07763858479499973,0.018228457463289556,3.947944133003191e-06
