nmax,nmax,nmax,nmax,nmax,krb(0),krb(0),krb(0),krb(0),krb(0),krb(1),krb(1),krb(1),krb(2),krb(2),krb(2)
1.976331318097741,9.651513181306477,7.751393414154295,6.680567836081062,3.846898513085326,-16.79698579961109,-11.854075019804002,-6.8346228625762375,-7.389176105880093,-12.385441014195127,-7.795600762720719,-3.806408918205804,-19.476933030481618,-11.032641146187515,-4.9047509535108595,-9.131725037778795
6.86328479136163,5.650087533448079,9.926870902140799,1.491593828401344,5.419403395951395,-18.1808106726211,-16.82026731393995,-12.37753682667659,-16.904752179140303,-0.8226253974626445,-1.1588834431693371,-13.311418040209986,-7.269020530450177,-9.378308920183658,-3.769819087736206,-7.513832364642852
1.002272090415059,7.86856947048765,7.721633091665063,5.587504350098329,9.126270759097483,-1.9219205067610083,-9.574157633582496,-7.901034199188901,-0.16921076869902052,-14.053477327252793,-13.540116878001601,-16.362799336996424,-2.172247910758429,-5.184681040009602,-17.897707307482186,-0.46282971116048444
7.578655373450045,8.654698986444771,1.4333571025588083,5.544648270479509,7.287384580543353,-9.195362967020358,-6.733715432584379,-3.7243061345495967,-12.550692447092096,-3.111493355187676,-16.757969515170714,-14.609367504975143,-19.137422163446217,-12.747906454428502,-12.439800058000007,-3.975115115575708
6.878176032606904,4.930503023401,6.869025807613734,1.4750501546412205,2.622443824165385,-7.5237376806890754,-7.236800297416487,-4.594720291722201,-11.980304794833318,-5.621173477338493,-6.388791382052231,-0.8284717704400038,-15.718908494148884,-9.021576681322475,-8.024887602001662,-0.12690708980900922
2.8106572794998654,5.70896217970563,4.11566776942275,5.733036717210998,3.0891574189279534,-19.052513669292985,-8.605947467435993,-13.31649911436944,-16.37936610520617,-13.553682235047129,-19.019323991189875,-1.0861995416069448,-8.435156492032117,-3.7861032411942084,-11.579947868800167,-2.024038115432905
5.34986399397028,6.165507899806025,5.426145820563912,7.599504662808864,6.099904698418562,-14.595181420750086,-17.10376332667934,-7.938124661228745,-10.26531876521398,-18.09008363574735,-12.12721243071396,-9.755949202190974,-3.5448246468707616,-18.48558898891609,-13.064942569904542,-3.629143158063332
6.835815385944208,3.609624896234081,8.60801609820378,5.439642225064231,5.485167021794145,-0.5659119499123548,-1.1523815855960713,-12.865199600940107,-17.20247533960466,-13.519232027665929,-19.393383119803378,-19.586719054463217,-12.129109488596757,-1.273705528325042,-2.6599889094790683,-9.822287605039303
6.087037430537476,1.0534014707145083,2.9395104025038896,1.2229671424094537,7.790855794258488,-17.101648659072694,-2.705962660711343,-7.197846157851815,-15.434568337337303,-16.861365690043332,-7.510268451631244,-2.073344092381763,-5.704631643603808,-13.063921633092786,-8.311066454153922,-13.815842262088815
9.99234610100793,7.73955269615666,6.529434757810783,4.809332284892463,6.563370612336016,-13.201840356900039,-19.425589694785188,-12.137738405103008,-1.48343169036065,-7.53660821400007,-18.329281508889057,-2.388627093438984,-14.649390498103855,-15.148987087653724,-14.087889721271615,-8.513675501093447
5.90219284090579,5.422723791605936,7.457831771613643,3.848839582014631,8.03858069415188,-16.51109860026588,-4.425846297367517,-6.790178905519372,-6.40415464000303,-10.417087397167528,-6.726669499650793,-18.412038773466797,-3.054132770717594,-18.894610053595844,-17.040043953557202,-8.521884800904997
7.654703099110224,1.686264079116281,9.286883327100877,9.762468839206287,6.4535515570693995,-10.423255238000953,-5.246240051632983,-13.465688688688612,-10.184037761308382,-1.7685945663934142,-0.9824570376934822,-1.5513245905814195,-14.777283467419581,-15.37386609968641,-14.076476332006646,-11.217908863469642
3.8275067151276723,4.3679151616515215,6.585732569086836,7.862731093845783,7.620023784411253,-3.792971015124877,-19.359530376013495,-19.050097585392756,-4.291279082296278,-9.391731435739826,-8.495000592133806,-18.953521481733898,-14.91925535669171,-7.296749332778994,-2.902280386797546,-1.7520303960900918
5.503775462515735,5.909268094643778,8.497446679620918,5.838621406726192,5.651726729835857,-1.9888276485570238,-4.280338850987988,-1.9094567254102408,-15.65688360985504,-9.564927815558402,-3.234804640992177,-17.78815823340453,-4.186223129550161,-16.3588296700441,-3.9184367757921095,-7.821181342618326
2.7391239233638043,5.26018761399521,7.137146498146945,6.704676107951881,4.845224766085339,-2.102606074473556,-9.666658051691899,-9.933240759279101,-18.76121326016506,-1.6498042430270239,-16.475380283300378,-9.485940600612572,-4.00900473213383,-15.712479788582698,-9.505271529580263,-15.210370306455516
7.837254980199206,6.079070510858356,8.703782743556292,9.051022025896446,6.838601342008583,-5.564714201437006,-9.070520012251412,-12.34986821195908,-7.102453331885393,-1.9250563926021584,-11.708060429414385,-13.743240475161473,-12.270104922803775,-11.335587158789169,-18.536135523343447,-10.081007375343612
5.448828232450537,6.295994448764708,4.265380274241983,6.517968363600308,8.903946792467828,-0.986127289146232,-8.386116898793112,-19.15244001599077,-0.7122036543845347,-5.953344988164501,-13.314323393782324,-17.071561750821907,-17.145969616498128,-16.661886317821907,-19.093106819884976,-2.047131645807063
5.866914095446027,7.299634714424535,8.452976583414767,8.123869056998803,8.943450613559573,-0.7516330117534586,-11.262494766635404,-1.0883242132990283,-5.606530027977955,-18.593703012869238,-6.432515887874327,-6.334338473863513,-1.9733747805287116,-12.57865056384517,-8.360261144590826,-19.757467734866324
3.988677179632024,1.5601935354290284,5.696856754884073,8.357028854562579,2.8579842291616204,-9.503923193400208,-15.940228133435735,-17.598299489859816,-9.831163840506585,-18.42494244310042,-8.311642840354013,-19.376384532533148,-17.876372059819328,-9.05505003880158,-8.230992483311615,-19.423160091134214
6.160391092014026,8.546522727912734,7.500845595645585,2.1806659352871876,6.332271828072534,-6.622175248523153,-19.259099085129392,-2.9785813931959098,-1.9652787939323808,-3.0759997600910545,-3.589833787016648,-5.175192550628225,-7.394702577488994,-6.495322600733788,-3.9527336626338396,-6.81628067861004
3.949542610138639,4.383649919452186,9.073517215350629,1.154098772174457,7.289385231198539,-0.9999267067382149,-5.9460594178363255,-0.22115143418754002,-6.3178563799862175,-19.316175718584464,-3.5425033552262235,-14.33586475240755,-11.123461209277625,-13.789370873449066,-14.65577328642738,-11.415026496971272
4.408763035966064,6.700047236583305,8.318360808887595,3.673797878685167,2.9234903753981567,-6.7287841096801895,-6.660630689967446,-2.067488338205184,-19.682680839579113,-3.024490823881454,-9.632056758327698,-7.636088425475235,-18.181708332827846,-11.390962835846292,-15.476682095953377,-14.94092190135807
5.536856032084247,8.312103553628011,7.694028371303705,6.318999631773584,5.854763734781203,-11.49660973963365,-0.6430715261284128,-8.852168170738757,-14.94606867358678,-15.421193238403212,-7.834074687574679,-9.595732206512519,-19.846813721201215,-3.481699093303991,-5.987965150774551,-6.829597135405741
1.6190259192789305,4.258502651552423,9.418440346595077,8.763303172072273,3.569886440825801,-16.87452820642714,-11.063149652345317,-12.918975464513549,-6.423695103550779,-0.7679472793220405,-12.776271145347028,-18.761738964220385,-2.1374812339865343,-19.24480036822657,-1.0399586466486745,-6.774869382620109
9.475202875977542,2.7969371798408043,1.3662981572842687,5.393889804488427,5.055610731131127,-13.403303762227832,-0.9426361596649215,-3.6305837299874995,-6.834517774625695,-16.75911999640723,-5.386964176451359,-5.5324521514754945,-11.541143345041451,-1.5967603966911312,-16.677140143642692,-14.679982508007882
1.569019053255703,8.159058623598288,6.5958344748585755,3.834462751131246,2.4743229723488382,-19.201059376428066,-16.68176318434386,-10.979635537880602,-15.081178316688938,-14.846254669103864,-2.5760303033124856,-9.748760298124099,-5.48788573474455,-19.289352114339952,-12.73324922200723,-10.464529986830708
2.6777516968916624,2.081723873009848,8.832734006498583,9.454884643898168,1.7092602824086667,-13.054527620405382,-0.9301159999249755,-18.34508151066395,-7.191536679713348,-0.652794717756592,-0.5333489952306465,-10.62265571501551,-16.761292755130626,-15.978522131948967,-2.2969322370245493,-1.8575082138382548
6.470916794861993,7.895587595229202,7.659381263233674,6.956394381901963,8.445492593847451,-6.360408201497611,-9.373354115624764,-15.284568384495682,-5.196625932039483,-10.578586430018339,-14.133645488250565,-4.0412691127386715,-6.135399352974737,-1.3469426938184696,-16.707711363624334,-7.0811332357337875
3.198155212793584,9.132246867714775,1.8954947283095411,6.905456258003895,8.11977149375227,-12.937134976742328,-1.012652220262197,-3.0704593767378583,-14.137095836270422,-19.849932254951625,-14.09652219525059,-14.401921637632224,-2.2897043107319135,-0.7542885527305252,-18.598244279191817,-10.621232912186997
5.934987986768162,1.8362049519673298,4.397479382237703,3.8537417565365555,5.824507188943786,-6.8423010953344345,-6.000646301118326,-17.278575030093588,-3.8223407313020346,-6.497013607163899,-2.307409156740281,-11.058212417234863,-2.2115937218283896,-2.7710949651140986,-11.275654286050536,-12.415248025669726
9.39530813473231,7.436482610845939,9.354208117942681,8.172773010062318,6.483676953622729,-17.694529737625086,-14.19953461567594,-0.7200360987420105,-13.643500235587332,-18.14422809127112,-5.919688217205538,-5.393315334580684,-14.3193913662857,-14.076327611008555,-10.669029588375201,-19.566399899731113
8.103907093250474,3.8537990854671302,8.683867918017798,8.223673794400304,6.952618298069048,-13.534990144724155,-9.725300422942718,-11.147897773800617,-13.256250463651384,-3.1220878428667547,-10.378209215904462,-3.428810353836788,-17.906152364577697,-17.19360670685332,-0.5513259282517637,-8.303407594138818
5.587927061491441,5.708404568297005,2.9374189662957386,7.468335545517757,1.7630256135677893,-8.590858109249838,-8.641700947940564,-1.807650359743132,-9.52896207891328,-17.272452350113827,-8.602210140961565,-18.182579877129886,-15.94450267753156,-19.38093917467042,-9.785457709055985,-18.31780095565791
5.224549406781962,9.396505317917297,7.477852717173988,1.6967050680276374,3.017888309879589,-6.59411784412066,-2.195432965618746,-19.34492012339732,-3.8322224787601797,-8.819903781267657,-9.132782626601788,-0.9395176632081785,-5.121872209324216,-3.0826345256833747,-12.955488166061134,-8.968155587514644
6.538651096849937,3.8942554632621857,6.1322331245265955,3.1298984153174243,2.290381039614156,-12.557991840381082,-5.2881363879459045,-1.767875753329637,-10.891490375185173,-7.207808603318911,-17.949561093595502,-2.00117120480866,-8.684776149958306,-4.471268872259376,-4.190620101664264,-14.896037525274693
5.762570078636646,9.644317764048797,1.80671090338745,7.14744908226607,9.660376702316547,-14.01851554972496,-2.8571863640534723,-1.4202148463753979,-5.1329844330429815,-15.39656658509153,-13.353385695350783,-19.28739504108716,-3.454080638517432,-3.092737388429512,-7.409064831672765,-12.984695759849359
1.6912992487592848,7.777518489234185,7.538735742489306,9.21342269565011,7.57478818904826,-3.508970649344363,-5.15550310371041,-7.449324952584904,-11.503368755598917,-2.0478655580186746,-7.045725419041352,-12.072729092878411,-18.33896102587905,-14.214973367502797,-9.179837976879723,-14.514856136677729
2.991118131261119,5.746541626790624,2.5283831130616115,8.203690569925932,5.359313362083922,-8.580130798143262,-17.067072974812763,-13.54093092097559,-11.839215303103057,-3.9165646727215915,-4.673825490585566,-15.562748251725141,-7.738036276020546,-15.155218480337249,-0.3338816017641193,-1.0527348251956745
6.069382484685584,7.290123147047287,8.212873439877805,7.488985780404135,7.2984582197417875,-0.9247752418043937,-8.130523484485064,-7.337576830800794,-3.099551866280194,-6.669171729617705,-5.414640821851304,-15.340043144686817,-12.61178821011009,-17.06870322033333,-9.935267697537371,-10.931024726463098
9.974465328515112,6.500877875339882,8.07800340874981,4.006132036818888,8.483907982085169,-7.759809166895101,-6.129852601191077,-14.140827518805859,-9.082096005258016,-7.382664229069189,-8.277015951250037,-1.787645142651126,-2.1243739765981857,-0.6774172482502756,-6.718182680460913,-0.658908810498879
8.492302000287179,3.4374892630596334,4.846921025961674,3.1455319797010883,1.037774447475087,-16.25782981237652,-19.919194332891173,-5.675214619125249,-11.531867475348129,-13.779762931150621,-4.841754267205761,-3.4335131850690637,-0.5915391808673895,-7.223929664962702,-10.815573725052971,-13.925240398012026
3.0008638829280367,2.916333554343411,4.682704372478189,9.926077197591368,1.0076832769366293,-16.075602645103086,-16.25097965016888,-5.729322237907384,-12.98555392079857,-10.90050998862277,-17.042379803648892,-11.940558926348741,-17.94632374307386,-9.392438571017196,-18.051026528881167,-4.268883214654192
6.0994154578644055,7.515710863961652,4.766647479874155,4.433421639180046,1.8838800014397723,-9.57527341984783,-9.76140691934387,-10.684769315452854,-5.263684542819261,-3.4331624393561455,-5.05928546852469,-17.137071718143808,-7.6210157652860495,-18.401570196778287,-6.177016479934519,-12.40140197843358
2.1924906063965794,8.75845771278515,6.526075051350436,4.1925247115277475,1.2765446168544958,-9.30752584582815,-1.627805018123972,-8.132041329222924,-0.6641529680720879,-17.284622746417874,-8.690728418562747,-4.117311544672054,-9.541739450598248,-18.187779515849297,-8.40056856921037,-7.8264156737348145
7.558383236278173,7.8509036364892655,7.936954193895465,6.970999542750694,2.9423006777679235,-11.955708458794362,-4.555013544973468,-1.0268030303238191,-18.42895539975122,-9.342820111835824,-13.780806800646303,-15.514661503095088,-9.934367397957672,-7.93882212292492,-19.80553259475232,-4.473889213196301
8.378939181335028,9.689597421111397,2.6257935990222547,6.350973061248532,4.83962836128755,-13.336925754048522,-8.743894316393659,-4.430576444851351,-19.541249609440317,-0.7089377599328834,-3.883356444456357,-5.052041297452991,-4.868291094607981,-12.257691878588815,-5.042751038188207,-12.303272848801143
9.088361466173138,2.595001449758227,3.631126817936363,5.962037884291685,3.8728993229854525,-11.55767881862406,-10.200788480967967,-2.9585683586111777,-9.588474153187013,-12.787049012570247,-15.070050335701197,-11.867348022035277,-9.73685152215404,-5.1523143416555985,-17.591129354170462,-15.589977154040898
4.416886142818059,4.243585646075632,4.525732788446906,8.141691381762922,3.917389626659558,-10.012226209986974,-7.58425004612786,-15.379646851346259,-5.697961795763977,-9.11248473720821,-11.109054855675577,-3.885297867907557,-15.154444342214878,-2.4247981847749713,-8.835130166202596,-7.877419900344803
8.875530677520485,8.358244190644024,6.414058619397103,7.778689334633567,4.899875412096072,-9.10718270535505,-18.764804279500627,-18.21182743179907,-3.4944344566919945,-18.812534051918316,-16.628957399911116,-4.162930086886215,-19.9771955824977,-14.3801538559673,-8.377630709250226,-8.150546363760999
7.994376174065263,5.553336290429534,5.584616825778733,7.527795179866304,5.487620169396552,-7.891027377384026,-2.134296041724486,-12.0111249485138,-12.33601108870748,-19.92937506189105,-7.792817395727486,-19.407539042598074,-9.967445054406507,-3.995747598258692,-9.056570696658705,-14.634240312188147
8.075515793044342,3.4274530367428495,7.597286028513088,6.492326096712081,2.5299666707320108,-1.9878358906007065,-16.007190709151807,-0.3072172246006737,-19.85452127576668,-14.75668079485623,-16.022780084243443,-19.721531137607794,-5.425878787068422,-6.200826538218035,-4.232215809336886,-14.891698925355152
4.999016503746729,6.932021694593927,4.957916534993292,7.2759319328612415,6.70576067596398,-17.71850871985869,-4.457241890568337,-5.658540454058887,-6.9488956864136355,-16.913637235207055,-14.666870668972264,-12.175777071406753,-14.429400529036776,-15.466575215544985,-3.973382363780665,-7.299178297431974
6.089249183952253,3.033574397679285,9.262689060417772,2.7206473518758463,8.154558395422093,-0.7632139325646712,-5.530854688437703,-0.24211037382587008,-7.044082772138861,-15.67253916228249,-15.943992075041425,-13.541170743316021,-19.85811259760198,-6.434200445351593,-14.653511085906231,-3.777853677374221
4.232553855033702,5.319608441169814,9.691200249043323,3.179549107425494,7.491286876867656,-4.9731559928222,-15.60213666527966,-10.030162951417308,-13.03098168627193,-4.639065756338226,-7.612581951322156,-10.527937208275114,-4.490671025550409,-15.320404156832502,-5.002924576371255,-2.7790511893527956
8.907594371268152,8.053062337176435,4.672127502984418,9.836272204460442,4.416342794401959,-7.29135455786173,-16.794623856417573,-0.4890669171357871,-5.990680154893202,-5.00778684959727,-18.69104360211822,-4.807985497008632,-4.583003758510035,-6.631722745391627,-14.190998685572161,-10.255168160998458
1.9939093417784481,5.244283598132373,3.1944146734036436,4.141872878446739,2.4634036756332875,-15.42191808183675,-18.476284027779688,-1.6939628079052653,-9.444827309289474,-12.10483477187148,-9.352918665901202,-7.496964753217103,-1.654612011949954,-16.444010249502366,-14.11850527715917,-0.5817922067521195
4.34073687983672,1.2030548568159487,2.3287914337344295,1.2370483157369683,9.909308281786556,-14.450470105074661,-1.6214991369691028,-0.18186311238165587,-8.063159699252028,-19.33939333019532,-18.376326555300153,-10.416377803353233,-11.91717694306143,-7.937071614942825,-11.266928586743859,-1.411870699497463
5.812657438721599,7.24353455316198,9.06836745378247,2.3218468824988663,3.0676118870667572,-17.8643586565671,-17.221195855324744,-9.799579058008762,-13.608532746547468,-11.578860493417578,-0.44845234729817207,-16.881583478860634,-9.237839791118297,-18.032464014432346,-13.661923366048816,-9.502234118875489
9.51968571368804,4.521053991551347,1.5841602659320284,4.4934530316428525,2.3116705828657995,-15.42320669550024,-7.699996599016691,-18.658265062546736,-10.751997250624257,-7.871714438385789,-11.605017991886813,-19.619385622587767,-0.38816479763297806,-12.694396229923349,-4.506313980027988,-13.519634805469682
5.27515081294077,4.496172783498968,4.08285306558647,1.1966623948700086,4.240188440690531,-2.2991491910493522,-6.2611725619856955,-17.106085104000748,-8.236015408007491,-2.244605887017457,-6.069322584799378,-17.041180592101735,-2.7301333149835187,-13.99927413555158,-10.9638847281844,-9.529759082185988
8.654559439403757,9.384467456328949,9.366875900115005,1.0715876315068658,9.296996370269115,-18.91769937656871,-14.711104229333037,-9.751741690916125,-10.44947878881256,-7.9662751016409,-10.459020048133585,-1.405923975155627,-15.21307792052972,-14.546908588634132,-1.6773150797081833,-18.4728836764694
6.486047397143289,7.135623568590497,5.549875510867655,7.248086909408235,2.554791814107703,-3.032618567846356,-17.213488779549277,-12.023832358116582,-18.502373733966706,-9.150299531533738,-6.6720584322297825,-1.2696894616037184,-5.287209701669584,-9.232051962562394,-1.4409213583103586,-10.479106922986558
6.0508508778898245,6.364886749030862,4.689817532979101,8.546344215092418,2.666583449605532,-8.958640411605002,-5.627558201874839,-2.0108741796561134,-2.410023910957861,-9.876068240340176,-7.201087121849502,-12.15466905102691,-10.683262518684014,-1.9653107277963144,-1.4789905354697694,-2.1812602444663085
2.245337756322744,8.650756191975725,9.535273579193323,4.251247251162442,5.667816604795023,-4.496004409321383,-8.81464506244359,-0.2296779180456383,-10.931304033379115,-5.792540046973187,-4.2274363100887715,-10.167401726407055,-2.946022266343622,-9.13152363497679,-11.808149143647535,-17.854308890346253
