krb(0),krb(0),krb(0),krb(0),krb(0),krb(0),krb(0),krb(0),krb(1),krb(1),krb(1),krb(2),krb(2),krb(2),krb(2),krb(2)
-2.1243549241105555,-0.854194985510987,-0.6388757098694227,-0.2756877115650717,-1.185216102643404,-1.0707583337642121,-2.0377010932601096,-4.871645896213115,-3.52434315007687,-4.788567845006311,-10.036491102051944,-7.234807502034342,-10.323872375687642,-3.6233151787358033,-1.2844459795001788,-7.921067812923728
-1.7187143045896276,-0.5075158814525922,-0.2909948702970354,-1.1252158558557164,-1.678814066488493,-3.6798813767295027,-1.6897706022452823,-6.106045899239613,-10.055348301630264,-5.184833073378897,-2.402603629018469,-4.9232648526443885,-6.493030453710198,-4.481207115147626,-2.0579004556280984,-3.232986220863274
-1.5259252675249528,-1.2048128633769966,-1.2796987234889163,-0.5635932142894866,-0.797784279640386,-1.2571168769361714,-3.246618618648563,-3.4695994760083306,-6.31190351576431,-5.588225633299891,-9.568150246058057,-9.750073062791992,-8.795164479348754,-5.738352725533283,-8.885024625223258,-7.205327183135217
-0.7996556636206402,-1.5177636928401894,-0.4880573274655529,-0.8428924060314613,-0.8515961585535543,-1.2221622725471966,-4.091343286299004,-3.210555144733917,-6.6569951203862585,-3.713745988845818,-6.559343935738426,-1.9211791327707646,-10.751060712802545,-8.518986362636898,-2.2938862304868537,-1.6515220271952757
-3.496220548892812,-0.3616860259869483,-1.0094337706138923,-0.6253118366209902,-1.5955813442324607,-1.5738825529518838,-3.190059510840884,-2.6792146108066497,-12.413559308019316,-6.177033338732436,-4.771352041358847,-10.524888665714876,-2.7680847667758868,-5.0747802199628165,-2.890527640308847,-2.2005593432437864
-2.3214638953066253,-1.497768944577199,-1.4383780472021488,-1.7172911371805473,-1.14278668391316,-1.516871321510458,-4.851389478618167,-2.4292614768571603,-2.1874724365296045,-5.548942366995215,-7.57995791419464,-5.3985056732439105,-5.688366335437598,-4.204092565209352,-5.26198439511207,-2.9230313274358233
-0.9793333218208515,-1.919638477428607,-1.3834752020657313,-1.002552822271317,-0.675981205891038,-2.8157190625756,-1.0001483076034812,-4.5501668290082184,-8.958806940823044,-11.8877412435597,-3.3100853957192387,-4.096455775320985,-3.169582651943747,-5.683591564696835,-8.584476101971665,-8.959395316802764
-2.380967863943154,-2.157692286456853,-0.6722521640209813,-0.3761479895823804,-1.0959620348295935,-3.3518066087926015,-4.534558300053874,-2.510773887103255,-5.358775954429709,-7.330616758231746,-2.320301182864626,-2.348733004787987,-9.970936325580505,-9.609113497885588,-5.759516496788828,-9.29785844832426
-0.6415949800396665,-2.227381713777282,-0.8333280504598866,-0.781852899891379,-0.3519450450827049,-7.0258945795169385,-3.147278730475846,-1.147970042880105,-11.955622864019894,-7.831330976166059,-8.942230493102969,-3.0332435042488552,-4.78606135064083,-6.783833358965675,-4.504426953447074,-9.246013605408912
-1.9376194571551053,-1.7746912616140698,-0.37628772785152875,-0.4328130897371232,-1.1906460531728411,-3.439050968902661,-4.694680649846761,-2.191033613973296,-4.476679752139608,-8.647904482254436,-7.749963476378075,-10.776033834405997,-4.536045531613991,-6.906947356507328,-7.8715647170162075,-6.1862116629116395
-1.5778955298064974,-1.5556445894834203,-1.6733497652301097,-1.4573766013405,-1.654954281678707,-6.868053665552601,-1.9412779695261058,-4.59489542351197,-3.286745464990829,-10.758424340793008,-3.363800679747138,-12.081185398701663,-8.501182422112697,-4.698521171522562,-2.2816236329474546,-9.8480323966798
-0.5334530021547144,-2.361715603071442,-1.1658833670812343,-0.618023615740151,-0.8306803301153074,-3.8961953710042394,-4.309023618952855,-2.9169304166758923,-7.191283501107485,-7.412547363174464,-2.6003253698757307,-6.516065660413131,-3.076866473390456,-2.7479264659492246,-8.436392262325832,-10.263070552413218
-3.406435665337601,-0.8928241364759174,-1.3953337576612825,-1.3036650711047648,-0.6028680654800401,-6.721133354129011,-1.6478642100025198,-5.224482790666269,-6.266520170052976,-9.915647486546733,-10.818193451873515,-12.183527983592349,-5.429016578933503,-4.754485596758606,-7.903346102820137,-3.810665259636581
-3.377236876188981,-1.3312683909858865,-1.1412899180033302,-1.6728115386408438,-0.9229343142062083,-3.2527174801281014,-3.1993413837358364,-2.955804246634585,-4.599316007233985,-9.572613589599415,-11.92677139249584,-11.396100533372383,-5.80885033059475,-10.244337287177583,-3.221998072884532,-2.2110091205081286
-1.3152286560907802,-0.931173186523224,-1.7453541056612352,-1.5655270016423617,-0.4888983277449062,-1.1659984565132961,-3.2064546927122404,-1.4960326888026825,-9.647272771328534,-6.696652015016828,-7.471283554776324,-12.13357291869858,-7.940034574055743,-9.091875787244842,-8.139302949822154,-3.3256306528505597
-2.995184620074041,-1.1590864369987055,-1.26577416113089,-1.5449143001448484,-1.7278659828206182,-1.0448360059685335,-1.9929932973960827,-3.528705391471629,-12.256965551457384,-8.735920669495856,-3.879525869454733,-6.188871542991731,-3.1215143379497055,-10.071286257829065,-7.997844931750585,-1.9852323484244159
-2.7426352744811653,-1.46550344607557,-1.5849571757596392,-1.5098813833632674,-0.5317104142369948,-6.472736322358401,-0.9418470369748004,-5.6605699089375925,-7.925127918751927,-8.926299599741657,-2.9750150104755555,-4.815511782360316,-11.427752656011345,-2.6337710045922305,-8.54554459631835,-4.199542395208209
-1.846484645641536,-1.087970550301415,-0.6102688243935762,-0.30872325991157706,-1.5677128109135363,-6.3595746110883535,-1.1199844014344793,-2.989471433649653,-2.0486031564293405,-3.2294154705722695,-2.668016045188504,-11.34671264531277,-3.6665774520975063,-8.79118282742288,-4.632577938373334,-7.080564427598
-2.256715835311241,-2.4164774620951017,-0.8563418814165009,-0.3642879072938384,-1.2840928294773801,-1.5396640187649617,-4.44492079491736,-1.3649362099202698,-7.22126828555611,-3.3324826134950003,-8.706106108580324,-5.898308330620968,-9.311676114340017,-4.542979739099105,-7.772687405741058,-3.7210481794585197
-1.9003271380831377,-1.1809120157120467,-0.2949641474806495,-1.4481007579674507,-1.3163522841192823,-2.727464948298839,-4.279398309092314,-3.3530908645662385,-13.251713736539315,-9.54602781837173,-5.67952456164978,-6.114533601333916,-5.7504918811501415,-11.894891147695649,-2.9088265936110753,-6.009301328138213
-1.2719844121847035,-0.49061039662972505,-0.2812168754633887,-1.6757325027613832,-0.9193897470240654,-1.4963186778503024,-3.036508452213638,-2.8730311230665815,-3.2441129784937717,-1.9478965538799595,-7.011371459403038,-6.947214510845396,-2.905772370782741,-5.471219582134469,-5.836295412766182,-7.944410304464165
-2.0634045688364346,-1.19217918176702,-1.5662311429215945,-1.126763203661726,-1.2199485480199401,-2.9264919352818635,-3.3894900472733394,-4.868890867433604,-4.055480658615975,-5.723435996121703,-2.272746610241943,-7.797699737574978,-11.284164380081114,-3.540794781013134,-5.0803351486549175,-3.357653509165405
-0.549800148001739,-2.069526305802368,-0.9753504261474728,-1.6255161623482206,-1.1921718311033411,-3.136854644679347,-1.8190159333449298,-6.0346995216939385,-9.422327030686724,-6.1057519945613485,-1.867928634297647,-11.158821890181965,-8.043737926215877,-4.658496865131509,-4.319769196671341,-10.295485627066398
-2.0507172696707374,-1.7821554064255467,-1.6789436782276388,-0.4969499992695144,-1.165957998495557,-5.115589480471673,-5.371800941651927,-3.1437015111390028,-6.144015192094772,-12.142367848929336,-7.312103179630686,-11.165593089332454,-7.278476980079574,-6.3567926001563935,-8.431182152118904,-7.125092230301909
-0.8529821705556683,-2.2643665997711975,-1.1536429006208235,-0.6648679266494261,-0.5142070409418295,-1.9384536116690487,-3.32287435689336,-4.334170865965752,-9.138090721879902,-4.563518473813366,-3.4948583311784587,-8.040919635466306,-6.027218224316397,-5.5285595886396734,-6.533013359139357,-6.783123739517055
-2.869476516848966,-1.5273078521751253,-1.2378282736001582,-0.32790405688283936,-0.2977763351676934,-3.2435476038388615,-3.5815584391743136,-3.2355851523444312,-6.5460373954234115,-4.849119141383472,-10.94625993734057,-2.1526367755556617,-8.445394939487763,-6.227071145933189,-5.4743705986512925,-5.5716715351789645
-1.3172317725742981,-0.8194888993541127,-0.46229318027511446,-1.1547518758784348,-0.9403052378700393,-7.119014147884485,-4.300255562510731,-5.289867526669451,-10.379541270895718,-7.423066112985856,-10.163158392639536,-3.833474753733471,-5.441612450810353,-11.264806513213184,-1.9961941611784337,-5.519985496229328
-1.480737288858956,-0.5324353728144722,-1.4105214383530758,-1.063785336487791,-1.1374520240813908,-5.256374068420371,-1.7681142771969856,-3.6148178516935694,-3.066108348353553,-7.575978667202348,-6.44994316817528,-11.222233435510606,-7.22728480984512,-6.498532280218118,-3.7193975997592448,-8.595290699331471
-1.1206010333489216,-2.3822540560393213,-1.128098514811514,-1.6398276082770105,-1.7257183792311086,-3.2867220170607054,-2.2273776475206235,-1.2591766455377098,-9.069210658607517,-5.878643606723389,-10.590514283501875,-10.404159413258487,-6.2968753456219835,-10.469572403398335,-7.24309782225791,-9.191542460809185
-0.8749340917832497,-1.706729555280111,-1.7123236827091266,-1.0594330843399178,-0.6954030116739844,-2.7532903450885233,-1.3177223502040145,-4.941775499478028,-7.913148286172951,-4.508786206853699,-7.9764529475440105,-4.675248540901571,-10.799078333480468,-3.4913389270911033,-4.807702199790416,-7.468418417058254
-3.0798597540052253,-1.0066927072943403,-0.5627876903702755,-0.7926594274756663,-0.7751617786480046,-4.072337668350777,-5.223362232350004,-2.5314599112433878,-4.309515863448624,-5.702308279648277,-3.5275189858452674,-10.589906217499792,-6.793275923238336,-6.876181779381795,-2.036533943614512,-3.6167122869657433
-3.155112455078841,-0.8852052404550392,-0.7282757471274824,-1.3350370936156615,-0.9717873570502773,-1.8266145089660895,-5.260133148617092,-2.6492221042706063,-8.438481317152725,-5.072763309683591,-6.71739502516846,-8.477477809183267,-5.3458727401837445,-3.4684398283276776,-6.41183674146655,-7.993341696626994
-0.972980460129195,-0.7689258482348543,-1.4437435798588878,-0.7042943404735444,-0.31070430515126934,-1.1548467174044679,-2.926171449703798,-3.781097606632824,-2.880232839053392,-2.011952506669305,-3.808259855673344,-10.716901175522295,-10.647269355106824,-2.0428646868306912,-3.3061422318751084,-4.891088452370858
-1.0379836224438852,-1.3755656611196743,-1.0595895866252711,-0.5852937220320662,-1.696529975211016,-5.759591413409677,-1.7864140742160535,-2.339866152988151,-5.082266573497919,-3.1615450026133387,-6.014302005214519,-9.946225153827402,-3.8789075081147746,-6.042379281974524,-1.4749338705598856,-4.961453514382015
-0.8246431454102989,-1.703602380596454,-1.075970128622258,-1.4528121456741039,-0.6297002916695521,-3.844335604462438,-5.269378951231738,-5.0605476566086045,-10.200609108548129,-4.737239976528678,-4.915368435399359,-5.610489491246973,-5.664801260836572,-7.428709873882767,-7.058246220991775,-9.308039711635754
-1.8961739408065628,-1.2728402972280222,-0.41598382244821114,-0.33749860170209894,-0.36806914718451356,-1.976354031270088,-5.153446734101507,-5.634379455491903,-12.979972178414219,-4.834334767843046,-3.2281575077815687,-7.46606686602894,-6.8625894364104125,-6.720885706184133,-2.0990365741846397,-6.08698487568049
-2.801882354988191,-2.097522743368681,-0.6903399221493367,-0.47758511694494954,-0.4741911357305394,-1.767776375005151,-4.030846457971752,-5.296927347546808,-9.097318632169076,-4.055360266689897,-9.997791225488223,-7.184056651870087,-8.578812663367401,-4.183131957292893,-4.8782713814888785,-2.375958116391399
-2.5385508133681935,-2.421444722038021,-0.7792797221577535,-1.431546467855029,-0.6417737531659863,-4.805814634422028,-2.3522350801753857,-1.4588575410641629,-4.752997755441814,-9.185161572641718,-9.198935233754264,-12.194649338086823,-3.1377277985779513,-8.183962606103506,-5.539406824756307,-5.78864161714609
-2.3304466911296906,-0.6093641395618358,-1.109718168425484,-0.76709950588707,-0.8284880238211642,-5.78018765790822,-1.536325908116829,-0.9760688676051863,-6.683663628657525,-9.883723711331216,-2.44479899041331,-10.988854676088959,-4.202264011671731,-8.619388402537673,-7.972410634573668,-9.368000230037037
-0.5974478453597778,-1.118077220333918,-0.9592669532210907,-0.25687535832816033,-0.96117515759101,-5.32254337403303,-2.1800374636757245,-5.693666788490725,-11.8326264186244,-4.323170596194288,-11.570047451340574,-8.66414782803953,-2.080468987531198,-3.132361469904211,-5.6940957148510485,-5.696080653646472
-0.5106157321385202,-0.9284610778133456,-0.5777270164595091,-0.7436959304382356,-0.7997047571341755,-1.8819908703068644,-4.454404455890968,-5.544093926585715,-6.984762353468433,-3.305272781429961,-11.79341925468172,-2.8833367130696566,-4.138078268662718,-6.08163393027879,-1.4166072234764047,-2.1825734426916537
-1.9542236958374621,-0.8520139807975496,-0.2565665613065672,-0.3468168813367234,-0.7587009690520774,-2.7406600920380892,-3.34655803579124,-3.8590090465037465,-2.1699378262305045,-9.282346596521451,-9.673451873440893,-1.9531254431382197,-2.047641578345722,-9.173416155680078,-2.2445924066882066,-2.0686500311925213
-2.1854649137409328,-1.3794160574650012,-0.5954186251583011,-1.2014361319159002,-0.8376412846973365,-5.4795387988977975,-4.265587052552054,-6.640748701125309,-10.32922445409464,-6.000073348108908,-12.033811126604395,-6.661717257111969,-4.677796291229603,-7.828153900502556,-8.677135185122673,-3.0440136497556844
-1.2471060224538064,-2.067074348120517,-0.7390342683413332,-1.5038592367167507,-1.4584402950184399,-2.549567389296299,-3.063736273200804,-4.824197869405627,-11.294112205919145,-2.1573407480970204,-5.358778430765197,-12.937519160771206,-7.7146475409407,-7.11369404926155,-2.84736545344473,-3.9544614334383112
-1.9940061628014174,-0.6445209637881187,-0.47884184937011154,-1.5324740973702802,-0.8040385940168069,-6.9811460510244014,-3.692191313255436,-1.8825455016332584,-12.090939417514178,-2.3225718746987396,-7.420805860560806,-12.281466486730888,-5.406963121684981,-5.621141783015128,-3.730996014446834,-5.362125852683118
-3.1381930157775475,-0.868217329503068,-0.5535142257709329,-1.0074167682512807,-1.0827222161061238,-6.800618380113466,-1.4939772150680872,-2.3861472604539316,-12.275378211698726,-3.6890125088698267,-3.2429171883025054,-12.75200375271935,-6.617519067971261,-4.860751403562495,-3.285361941774596,-6.125989634253027
-1.049080783827578,-0.9004120972462505,-1.2197738512800866,-1.0993783094344722,-1.5028943777110073,-3.793246536662809,-2.991551947031011,-1.7374178817760815,-6.819571779987758,-3.259095487840808,-7.875657287268712,-12.68208092005219,-9.81243681316936,-9.427639543369297,-3.2176171713348762,-5.341375686930199
-0.8859025661350923,-0.9409806353984935,-0.8142274120284995,-0.6025124585957006,-1.6576408232563473,-4.4064990466649405,-2.5858736124375095,-4.49647303175667,-2.6876070134759407,-3.8875606624832217,-9.625532040390297,-9.091809965350846,-7.172509095263476,-5.8463109977850305,-5.045149827276988,-4.404393156315724
-2.8521226441904197,-1.0787146788504516,-1.1930246780889793,-0.3242284990461837,-0.8337855795625577,-5.931814351866855,-4.01089178814423,-3.9761153395440645,-9.598642899372278,-4.478651209820235,-7.839812531983421,-5.675296493362854,-8.928716444642161,-5.5577641783413565,-2.143488981509733,-2.5970618953541313
-0.5131924773945518,-1.5634119524803445,-1.211559875769123,-1.309744138910508,-1.6494812847678355,-7.093383890264514,-3.028702828233719,-5.357145920718797,-8.93105408705173,-3.8646789450059407,-3.215116399663941,-6.747784725300881,-8.75144882928949,-2.788801247890218,-2.612413428182231,-5.4392520346787325
-2.0429695635099647,-0.8629827184814972,-0.9848337142448234,-1.2291066659715437,-1.3761533034431097,-6.180188055981787,-2.4280446175867016,-3.0594335326855764,-4.974141156771232,-7.5161353070161585,-6.85143463532813,-11.09220892194827,-7.449707355151596,-4.074872291884787,-4.01844049330452,-5.005736248982876
-1.457497124866521,-0.6600404969915826,-1.1330412158908465,-1.3185367458657518,-0.5526631915512671,-6.532570804631909,-5.350196463955301,-4.964605643674591,-7.853469894293958,-9.420444382018864,-4.041688830716261,-11.0102648408153,-2.4326293514546675,-4.127744679541856,-3.44210725032651,-4.769433940792387
-2.5266173241230465,-1.5407448087834215,-0.511093068937515,-1.1450652271392483,-1.4464882471742413,-6.095825707917555,-4.012309790637266,-1.07201802427507,-8.732768160042518,-8.148003961730133,-8.664485122788141,-4.852082484549225,-3.4011248216407886,-7.552497903989501,-3.1845565228877257,-3.3340110376362437
-2.3914076385008824,-0.3767375880101004,-0.3620870931500064,-1.2485838446500017,-1.669230206979254,-7.060617572340227,-2.063321578127975,-1.983621353418524,-7.203950697596823,-7.187029319855932,-8.583298830107292,-11.511510783086344,-2.236737988997995,-6.490966191323878,-3.8910150758678186,-5.736672704788135
-1.9741863388053653,-1.4321029809207213,-1.0054516728623701,-1.2137111802123366,-1.065957188324729,-5.501156322824576,-4.829903828315832,-4.485022422720899,-8.060460494219736,-8.807452477548853,-3.9888075223570345,-4.3447206580166835,-5.917969665637758,-10.040543331074172,-2.3788782326048445,-4.458293809417329
-0.99139894555133,-1.8317197529539777,-0.7670204417997751,-1.579088624794051,-0.3826899526089178,-6.505759930948765,-2.8193741556864573,-3.594020994511128,-9.454595786587898,-9.025304474859144,-9.898157260795964,-6.800285613464732,-9.195017219106456,-6.653238386381523,-5.893704551400724,-4.165449037944976
-0.9417295161280672,-1.1288491981483273,-0.9018751920117692,-0.632608669567637,-0.2596460181620257,-4.922393221385422,-1.382168083522715,-3.449504307377388,-13.396212233037662,-12.190136574972069,-11.851681688439061,-12.857164642586202,-3.435573742529244,-1.9393557688661005,-8.688219371579999,-4.791670650681356
-2.0946538857558386,-0.7373777838574185,-1.2547569854233365,-0.31773847676404193,-0.9518314487389502,-5.283563175962843,-3.69829473769157,-4.801914429369839,-2.1152097190288486,-6.891022946101006,-9.651997120105698,-6.408408091320783,-9.491068616282675,-11.38254422219378,-4.459048459908592,-3.4912786720818296
-2.4272253890331212,-1.0216463144278929,-0.8358916878345839,-0.8389867321726283,-0.413334407283906,-2.1677982982424115,-2.9761917685257067,-1.416522065144424,-6.401983026110051,-3.358896063095971,-7.998002087142534,-10.253085099612377,-1.9491416242220625,-3.0863899008502536,-8.095653992873224,-2.730775262191124
-2.822449631131704,-1.9347145905254046,-0.8139107850517613,-0.8489247062274391,-0.3364160941107811,-1.6550877279896214,-2.075039372272866,-5.7549867947007,-9.20793331020069,-8.026472635657399,-5.4694200608974946,-3.2441679913765835,-10.297251023263595,-5.998519290291755,-3.926972629673114,-3.830047998695718
-2.7221923268074573,-0.6565925930643695,-0.6304979072212925,-0.7631137060814164,-1.633864606837072,-5.627977341385506,-2.322519909336125,-2.8356964181996567,-11.464556940900366,-10.46632510257285,-10.449044267280414,-3.572163935149796,-7.2534932810037445,-8.30205699981468,-2.879484222049346,-6.663284576722464
-3.360254041549234,-1.3024227647016176,-1.10705274975692,-1.0880217212734777,-1.6146195133481673,-4.03702238726132,-5.189389336627505,-5.775370762408917,-4.956538853931757,-10.106020344261397,-4.861586089305549,-7.9595621356118285,-10.269027229189232,-5.775692031793029,-6.571214368649969,-4.200886205107098
-0.8221165915358906,-1.9320888405346373,-0.3477949788202387,-1.0094337156112423,-0.3184969142961144,-1.929725312855598,-2.72759409602601,-1.7116041547859617,-3.698543110481533,-4.2084111289889155,-7.56234612705956,-12.859507397529494,-7.064296563806696,-3.0514238330245598,-3.3819797027698066,-10.03947552470702
-3.4637304754468703,-1.3832520788568938,-0.49067434173923724,-1.2556894182670644,-1.1215584360148498,-1.6129331318513884,-0.8297481913480743,-1.3056411097895013,-7.34397076257609,-10.261039721817735,-2.012109993192798,-10.696343548186707,-4.955368682532155,-9.736929768934115,-5.915502182781674,-8.396954686197112
