nfall(0),nfall(0),nfall(0),nfall(0),nfall(0),nfall(0),nfall(0),nfall(0),nfall(1),nfall(1),nfall(1),nfall(2),nfall(2),nfall(2),nfall(2),nfall(2)
8.250057636704587e-06,3.0265605859375502e-05,2.226873881220429e-05,0.00010698722686019216,2.6714330096840858e-05,0.0005054977973738474,0.0042757312956033635,9.822362487382311e-05,5.292538551557042e-07,0.00012531756843432552,1.1385734645724249e-05,1.542060610583945e-05,0.007379204776807072,5.245404480504532e-06,0.008210671880756346,1.865119244255427e-05
3.1897556313590035e-06,1.6298160844962328e-05,4.702891885151989e-06,8.065542964489614e-05,0.00015661217575857505,0.0012032524634097777,0.0035629459598898244,2.788595659655231e-05,1.3343946614740088e-06,5.0184564587879214e-05,6.05363466759568e-06,4.953839339163355e-06,0.009791115000281715,7.276196243269836e-06,0.003932616951126556,9.609403849035036e-06
1.2530558581022354e-05,1.2021546935529668e-05,1.6356375755219627e-05,7.164189997105189e-05,7.252658900986259e-05,0.001112667507171878,0.005512779350598537,0.00010932310946474541,1.0905141060732117e-06,0.0002570950097457068,1.2321279290993889e-05,1.150146179666787e-05,0.006922031624668113,2.1075212271272804e-06,0.0021914585043180264,1.0606717574415977e-05
1.0740650697062954e-05,3.498475758521813e-05,2.0507442737457026e-05,9.257259686863269e-05,0.0001092897360464915,0.0008673236295362818,0.0030521074847975798,0.00017441452444236672,6.047746728456705e-07,0.0002194888085981645,2.5622755143905333e-05,1.3926626527106082e-05,0.006819968050188006,3.475279738752162e-06,0.006684033028702115,1.5925860930277814e-05
9.735017756675491e-06,1.0814747439980506e-05,1.5183420423144424e-05,0.00010612135989219521,0.00014830009696950423,0.0006416729128423389,0.0029959101995467004,0.00011209180844332859,7.045210261885301e-07,0.00018709902018919464,8.506043353167522e-06,3.328819760847446e-06,0.017279801540660972,2.4316566462312366e-06,0.006279855302393056,2.1499202335848033e-05
2.614136822717051e-06,1.9975242580438922e-05,1.3095755159786444e-05,9.090011066628924e-05,4.9022944423034805e-05,0.0014248075695337747,0.0017643062168763782,0.00011678164954898713,7.179211269397984e-07,8.196798992065667e-05,2.402212305136859e-05,4.165543940453729e-06,0.0029948745783086295,5.132461150317969e-06,0.009970232896595703,1.309179393532562e-05
1.13735846685553e-05,1.8657018749579967e-05,1.5741587346192892e-05,9.460223750505376e-05,0.00012604121929094258,0.0007847462411980749,0.004927282668308547,4.411299896031663e-05,1.1850527650204107e-06,7.086697439097311e-05,1.4907818619082082e-05,6.347607756640411e-06,0.013473865641463596,3.3712890890855477e-06,0.0026576877822649426,4.250303319940443e-06
1.0621774620552777e-05,1.2202785507299816e-05,8.944259938171918e-06,1.929813980955502e-05,0.00011852161026434042,0.0002611605692107835,0.0023203499545832867,0.00012820120779508202,4.5183886539447046e-07,0.00010876889819371476,2.472758677317145e-05,9.71115100944207e-06,0.015717313580440824,4.26272373968918e-06,0.0017327428115610256,1.7453200265764147e-05
8.593571522948139e-06,7.2502268778941725e-06,4.073928184158497e-06,7.876510990990015e-05,0.0001678814066488493,0.0008975320431047569,0.0019241581373954347,0.00016068541840104247,1.289147218157726e-06,0.00011776977980960634,5.919458216422315e-06,6.6084091981803865e-06,0.009885146969527286,5.272008370761913e-06,0.002776148065631631,7.123528961224161e-06
7.629626337624765e-06,1.7211612333957094e-05,1.791578212884483e-05,3.9451525000264066e-05,7.97784279640386e-05,0.00030661387242345646,0.003696956039944977,9.130524936864029e-05,8.092183994569628e-07,0.00012693255367066895,2.3573703504780715e-05,1.3087346393009388e-05,0.013389971619469134,6.751003206509745e-06,0.011986072435595296,1.5876144640806407e-05
3.9982783181032015e-06,2.1682338469145567e-05,6.8328025845177405e-06,5.9002468422202294e-05,8.515961585535544e-05,0.00029808835915785283,0.004658852193753383,8.448829328247152e-05,8.534609128700331e-07,8.435508746092643e-05,1.6160702450370032e-05,2.5787639366050532e-06,0.01636767546094545,1.0022336897219879e-05,0.0030944975030881483,3.638946839582811e-06
1.7481102744464064e-05,5.166943228384975e-06,1.4132072788594492e-05,4.377182856346931e-05,0.0001595581344232461,0.00038387379340289857,0.003632551636538168,7.050564765280658e-05,1.591481962566579e-06,0.00014030690012263673,1.175550502943484e-05,1.4127367336530037e-05,0.004214199354024865,5.970329670544489e-06,0.00389937846378919,4.848690078333767e-06
1.1607319476533127e-05,2.13966992082457e-05,2.0137292660830083e-05,0.00012021037960263832,0.00011427866839131601,0.00036996861500255076,0.005524324148232946,6.392793360150421e-05,2.8044518417046205e-07,0.00012604026233603414,1.8675258629175198e-05,7.2463163399247114e-06,0.00866010680886015,4.945991253187474e-06,0.0070985201251707935,6.440577501129779e-06
4.8966666091042574e-06,2.7423406820408678e-05,1.9368652828920237e-05,7.017869755899218e-05,6.75981205891038e-05,0.0006867607469696587,0.0011388785567226739,0.00011974123234232155,1.1485649924132106e-06,0.0002700215511037132,8.155282859018415e-06,5.4985983561355496e-06,0.004825449467686481,6.6865783114080415e-06,0.011580626584620602,1.974104052854846e-05
1.190483931971577e-05,3.082417552081219e-05,9.411530296293738e-06,2.6330359270766623e-05,0.00010959620348295938,0.0008175138070225859,0.005163545419093606,6.607299702903304e-05,6.870225582602191e-07,0.00016650972350840676,5.716684073724441e-06,3.1526617513932712e-06,0.01517999518173226,1.1304839409277163e-05,0.007769700685864146,2.0486806750544976e-05
3.2079749001983324e-06,3.1819738768246896e-05,1.1666592706438411e-05,5.472970299239653e-05,3.519450450827049e-05,0.0017136328242724245,0.003583836747928948,3.020973797052907e-05,1.5327721620538323e-06,0.0001778830893157719,2.2031582374311657e-05,4.071467790938061e-06,0.007286415825945312,7.98098042231256e-06,0.00607656028229723,2.037257235090099e-05
9.688097285775528e-06,2.535273230877243e-05,5.268028189921403e-06,3.029691628159862e-05,0.00011906460531728411,0.0008387929192445518,0.005345878288373894,5.765877931508675e-05,5.7393330155636e-07,0.0001964309732397793,1.9094112912815542e-05,1.4464474945511404e-05,0.0069057856820693,8.125820419420386e-06,0.010618895147661081,1.3630635867432425e-05
7.889477649032487e-06,2.2223494135477436e-05,2.3426896713221535e-05,0.000102016362093835,0.00016549542816787072,0.0016751350403786836,0.0022105520104603723,0.00012091830061873604,4.2137762371677287e-07,0.0002443699243122983,8.287624863145122e-06,1.621635623986801e-05,0.012942406208695209,5.527671966497131e-06,0.00307795501856441,2.1699054433362267e-05
2.6672650107735717e-06,3.373879432959203e-05,1.6322367139137282e-05,4.3261653101810566e-05,8.306803301153075e-05,0.0009502915539034732,0.004906726895130187,7.676132675462876e-05,9.219594232189083e-07,0.00016837071867781994,6.40659873737499e-06,8.746396859614941e-06,0.004684296109792015,3.232854665822617e-06,0.011380858581333673,2.2613545284978278e-05
1.7032178326688006e-05,1.2754630521084534e-05,1.9534672607257955e-05,9.125655497733352e-05,6.0286806548004015e-05,0.0016393008180802468,0.0018764389230028695,0.00013748638922805973,8.034000218016636e-07,0.00022522685005156148,2.66535200988188e-05,1.6353728837036714e-05,0.008265266452291491,5.59351246677483e-06,0.01066176886027501,8.396381080555177e-06
1.6886184380944907e-05,1.901811987122695e-05,1.5978058852046624e-05,0.00011709680770485907,9.229343142062083e-05,0.0007933457268605127,0.003643120995028227,7.77843222798575e-05,5.896558983633313e-07,0.00021743508010661525,2.938479908296076e-05,1.5296779239426014e-05,0.008843534563911522,1.205216151432657e-05,0.004346538576754036,4.871715011289096e-06
6.576143280453901e-06,1.3302474093188916e-05,2.443495747925729e-05,0.00010958689011496533,4.888983277449062e-05,0.0002843898674422674,0.003651220988798132,3.9369281284281114e-05,1.2368298424780173e-06,0.00015210966719823936,1.8407510207419927e-05,1.628667505865581e-05,0.012088101121229107,1.0696324455582168e-05,0.010980079273485575,7.327660760518182e-06
1.4975923100370207e-05,1.6558377671410082e-05,1.7720838255832457e-05,0.00010814400101013939,0.00017278659828206183,0.00025483805023622774,0.0022694407547768298,9.286066819662183e-05,1.5714058399304337e-06,0.00019843019806426297,9.558252142134851e-06,8.307210124821116e-06,0.004752269101169491,1.1848572068034193e-05,0.010789249633420397,4.374240767714814e-06
1.3713176372405827e-05,2.093576351536529e-05,2.218940046063495e-05,0.00010569169683542873,5.317104142369949e-05,0.0015787161761849763,0.0010724903356519504,0.0001489623660246735,1.0160420408656316e-06,0.0002027545194798462,7.329747127258615e-06,6.463774204510491e-06,0.017397887679939696,3.098554123049682e-06,0.011528107220131423,9.25322900639097e-06
9.23242322820768e-06,1.5542436432877357e-05,8.543763541510067e-06,2.1610628193810394e-05,0.00015677128109135364,0.0015511157588020375,0.0012753370764721653,7.867030088551719e-05,2.6264143031145383e-07,7.335386568871296e-05,6.573372864957184e-06,1.5230486772231907e-05,0.005582086399799355,1.0342568032262212e-05,0.006249438473727166,1.560124365402949e-05
1.1283579176556206e-05,3.4521106601358604e-05,1.1988786339831014e-05,2.5500153510568687e-05,0.00012840928294773803,0.00037552780945486876,0.00506147432453493,3.591937394527025e-05,9.258036263533474e-07,7.5694962220815e-05,2.144982664432833e-05,7.917192390095258e-06,0.014176321454074015,5.3446820459989464e-06,0.010485507715980096,8.198919717450975e-06
9.50163569041569e-06,1.687017165302924e-05,4.1294980647290935e-06,0.00010136705305772157,0.00013163522841192824,0.0006652353532436194,0.004872992268095441,8.823923327805892e-05,1.6989376585306816e-06,0.00021683120330301498,1.3993031528702354e-05,8.207427652797202e-06,0.008754688245726762,1.3993989585524295e-05,0.003924064110596903,1.3240833434880807e-05
6.359922060923518e-06,7.008719951853214e-06,3.937036256487442e-06,0.00011730127519329683,9.193897470240654e-05,0.00036495577508543966,0.0034577015601013365,7.560608218596267e-05,4.1591192031971423e-07,4.424507886670193e-05,1.7274393450703134e-05,9.325120148785767e-06,0.004423818300246209,6.436728920158199e-06,0.007873276948986537,1.7504632874243077e-05
1.0317022844182173e-05,1.7031131168100287e-05,2.192723600090232e-05,7.887342425632083e-05,0.00012199485480199402,0.0007137785208004546,0.0038596451183467387,0.00012812870703772647,5.199334177712787e-07,0.00013000376048333582,5.599520633929425e-06,1.0466711057147622e-05,0.01717928540773561,4.165640918838981e-06,0.006853471729950164,7.398219596466145e-06
2.749000740008695e-06,2.956466151146241e-05,1.365490596606462e-05,0.00011378613136437546,0.00011921718311033411,0.0007650864987022799,0.002071331046679872,0.0001588078821498405,1.2079906449598362e-06,0.00013868779530503631,4.602143012037682e-06,1.4978284416351633e-05,0.012245981618578355,5.480584547213539e-06,0.005827453347666439,2.2684968330824265e-05
1.0253586348353688e-05,2.5459362948936386e-05,2.350521149518694e-05,3.4786499948866006e-05,0.00011659579984955569,0.0012477047513345546,0.0061169217174294535,8.272898713523693e-05,7.876942553967656e-07,0.0002758052125685377,1.801532667445241e-05,1.4987373274271753e-05,0.011080929802399934,7.478579529595757e-06,0.011373830040505503,1.5699355761682168e-05
4.2649108527783415e-06,3.2348094282445684e-05,1.615100060869153e-05,4.6540754865459825e-05,5.142070409418295e-05,0.0004727935638217193,0.0037837891870430842,0.00011405712805173032,1.1715500925487056e-06,0.00010365706247661786,8.610520526091855e-06,1.0793180718746721e-05,0.009175983139080478,6.504187751340792e-06,0.008813163119780153,1.4945865866732494e-05
1.4347382584244831e-05,2.1818683602501795e-05,1.7329595830402215e-05,2.295328398179875e-05,2.9777633516769337e-05,0.0007911091716680152,0.004078355254930751,8.514697769327451e-05,8.39235563515822e-07,0.00011014427763999599,2.6969046222433283e-05,2.889445336316325e-06,0.01285747399272319,7.325966054039045e-06,0.007385033278180567,1.227656439954687e-05
6.586158862871491e-06,1.1706984276487327e-05,6.4721045238516025e-06,8.083263131149042e-05,9.403052378700393e-05,0.0017363449141181678,0.0048967426244073825,0.00013920704017551187,1.330710419345605e-06,0.00016860964456639297,2.5039665605053924e-05,5.145603696286538e-06,0.008284442712991277,1.3252713544956685e-05,0.0026929050644916913,1.2162679906945975e-05
7.4036864442947805e-06,7.606219611635316e-06,1.9747300136943062e-05,7.446497355414537e-05,0.00011374520240813908,0.001282042455712286,0.0020133688382275357,9.51267855708834e-05,3.930908138914811e-07,0.0001720829440121676,1.5891164327388367e-05,1.5063400584577995e-05,0.011002993601412691,7.645332094374256e-06,0.005017540291439923,1.8938776117171033e-05
5.603005166744609e-06,3.403220080056174e-05,1.5793379207361193e-05,0.00011478793257939073,0.00017257183792311089,0.0008016395163562698,0.0025363364824992907,3.313622751415025e-05,1.1627193152060918e-06,0.00013352919049557408,2.609257142312056e-05,1.396531464866911e-05,0.009586515677698438,1.231714400399804e-05,0.009771080983751849,2.0252551184833793e-05
4.374670458916248e-06,2.4381850789715875e-05,2.397253155792777e-05,7.416031590379425e-05,6.954030116739845e-05,0.0006715342305093961,0.0015005031923290878,0.00013004672367047444,1.0145061905349936e-06,0.00010241385812710544,1.9652130450470746e-05,6.275501397183318e-06,0.01644077865072905,4.10745756128365e-06,0.0064856845361878565,1.6455837190128356e-05
1.5399298770026127e-05,1.438132438991915e-05,7.879027665183858e-06,5.548615992329664e-05,7.751617786480046e-05,0.0009932530898416531,0.005947893122643716,6.661736608535232e-05,5.525020337754645e-07,0.000129523859494868,8.690988805705731e-06,1.421463921812053e-05,0.01034224795101497,8.089625622802113e-06,0.002747324221974087,7.969027072975366e-06
1.577556227539421e-05,1.2645789149357704e-05,1.0195860459784753e-05,9.345259655309631e-05,9.717873570502774e-05,0.00044551573389416826,0.005989764520844624,6.971637116501595e-05,1.0818565791221442e-06,0.00011522419517709868,1.655010368519765e-05,1.1379164844541299e-05,0.008138686256570646,4.0805174450913845e-06,0.008649693486527426,1.7612447806127273e-05
4.864902300645975e-06,1.0984654974783633e-05,2.021241011802443e-05,4.9300603833148114e-05,3.107043051512693e-05,0.0002816699310742605,0.003332059747565938,9.950256859560064e-05,3.692606203914604e-07,4.570006408005992e-05,9.382669209629978e-06,1.4385102249023219e-05,0.016209660981835357,2.4033702198008123e-06,0.004460050697117794,1.0776974556071381e-05
5.189918112219426e-06,1.965093801599535e-05,1.4834254212753796e-05,4.0970560542244636e-05,0.0001696529975211016,0.0014047783935145558,0.002034206994187958,6.157542507863556e-05,6.515726376279383e-07,7.181223648793154e-05,1.4817845520093741e-05,1.3350637790372354e-05,0.005905342824475341,7.108681508205322e-06,0.001989714711657258,1.0932016218129863e-05
4.123215727051495e-06,2.4337176865663632e-05,1.5063581800711613e-05,0.00010169685019718728,6.29700291669552e-05,0.0009376428303566924,0.006000292805757432,0.000133172306752858,1.3077703985318113e-06,0.00010760302232400853,1.2110328029244797e-05,7.530858377512715e-06,0.008624230768013011,8.739658675156195e-06,0.00952171254910263,2.050924004258725e-05
9.480869704032814e-06,1.8183432817543177e-05,5.823773514274956e-06,2.3624902119146924e-05,3.6806914718451354e-05,0.0004820375686024606,0.005868279668186555,0.0001482731435655764,1.664098997232592e-06,0.00010980846115529203,7.953431540911112e-06,1.0021566263126095e-05,0.010447772523795732,7.906924360216627e-06,0.0028316414961549654,1.3412000573533281e-05
1.4009411774940955e-05,2.996461061955259e-05,9.664758910090714e-06,3.343095818614647e-05,4.7419113573053944e-05,0.00043116496951345156,0.0045899638698839625,0.00013939282493544234,1.166322901560138e-06,9.211461177195622e-05,2.4632239251202865e-05,9.643029062912869e-06,0.013060592369926611,4.921331714462228e-06,0.006580883746008528,5.235161951370879e-06
1.2692754066840968e-05,3.459206745768603e-05,1.090991611020855e-05,0.00010020825274985204,6.417737531659863e-05,0.0011721499108346412,0.0026785128493610044,3.839098792274113e-05,6.093586865951043e-07,0.00020863438429286182,2.2664043329539486e-05,1.636865682964674e-05,0.004776952866683523,9.628191301298245e-06,0.007472768422416352,1.2754634071677825e-05
1.1652233455648455e-05,8.70520199374051e-06,1.5536054357956777e-05,5.3696965412094894e-05,8.284880238211643e-05,0.0014098018677824932,0.001749429179242712,2.568602283171542e-05,8.568799523919903e-07,0.00022450172430023757,6.0234178024675755e-06,1.4750140504817397e-05,0.006397628604435992,1.0140456944161968e-05,0.010754938267817028,2.0641356439064653e-05
2.987239226798889e-06,1.5972531719055974e-05,1.3429737345095269e-05,1.798127508297122e-05,9.611751575910101e-05,0.0012981813107397636,0.002482429757024293,0.00014983333653922963,1.5170033870031285e-06,9.819773211355596e-05,2.8505914010549232e-05,1.162972862824098e-05,0.0031673564222293145,3.685131141063777e-06,0.007681446768269652,1.25506861860007e-05
2.5530786606926005e-06,1.3263729683047796e-05,8.088178230433126e-06,5.205871513067649e-05,7.997047571341756e-05,0.00045902216348947924,0.005072273461062942,0.00014589720859436094,8.954823530087735e-07,7.507691032105195e-05,2.905625033762162e-05,3.870250621570009e-06,0.0062999106732610595,7.154863447386811e-06,0.0019110309210818952,4.8090601279646606e-06
9.771118479187312e-06,1.2171628297107852e-05,3.591931858291941e-06,2.4277181693570635e-05,7.587009690520775e-05,0.0006684536809848999,0.0038107580214009934,0.00010155286964483544,2.7819715720903894e-07,0.0002108418726924158,2.3833142296883356e-05,2.6216448901184156e-06,0.0031173791786693657,1.0792254300800093e-05,0.003027999168238208,4.55804244161064e-06
1.0927324568704665e-05,1.9705943678071448e-05,8.335860752216218e-06,8.4100529234113e-05,8.376412846973364e-05,0.0013364728777799507,0.004857265256615726,0.00017475654476645556,1.3242595453967484e-06,0.00013628738033561662,2.9648520166996327e-05,8.941902358539557e-06,0.007121590474890159,9.209592824120654e-06,0.011705625504636077,6.70714871980066e-06
6.235530112269032e-06,2.9529633544578816e-05,1.0346479756778665e-05,0.00010527014657017256,0.00014584402950184398,0.0006218457047064145,0.003488706143354465,0.00012695257551067444,1.4479631033229673e-06,4.90024541353466e-05,1.3202787438117151e-05,1.736579753123652e-05,0.01174496643808669,8.369051822660647e-06,0.0038411518273921068,8.71322010757594e-06
9.970030814007088e-06,9.207442339830266e-06,6.703785891181561e-06,0.00010727318681591963,8.04038594016807e-05,0.0017027185490303422,0.0042043339792876425,4.954067109561207e-05,1.5501204381428434e-06,5.275556115387136e-05,1.828314487384546e-05,1.6485189915075022e-05,0.008231691734347074,6.613107980017797e-06,0.005033186780273377,1.1814853573708564e-05
1.569096507888774e-05,1.2403104707186685e-05,7.749199160793061e-06,7.051917377758966e-05,0.00010827222161061238,0.0016586874097837727,0.001701206312642048,6.279334895931398e-05,1.5737664373972724e-06,8.37932841300432e-05,7.989795971180085e-06,1.7116783560697114e-05,0.010074671453784127,5.7185310630146995e-06,0.004432017678315534,1.3497943261913446e-05
5.245403919137891e-06,1.2863029960660721e-05,1.707683391792121e-05,7.695648166041305e-05,0.00015028943777110074,0.0009251820821128805,0.0034065091525869256,4.5721523204633716e-05,8.743040743574048e-07,7.402802608095547e-05,1.9403793316459142e-05,1.702292740946603e-05,0.01493869168162511,1.1091340639257997e-05,0.0043406286546635205,1.1769132869507216e-05
4.429512830675462e-06,1.3442580505692765e-05,1.1399183768398994e-05,4.217587210169904e-05,0.00016576408232563475,0.0010747558650402297,0.002944559307065939,0.0001183282376778071,3.445650017276846e-07,8.830316361926173e-05,2.371507894009203e-05,1.2203771765571607e-05,0.010919601725637487,6.878012938570623e-06,0.006806006041503074,9.704595090187187e-06
1.42606132209521e-05,1.5410209697863596e-05,1.670234549324571e-05,2.269599493323286e-05,8.337855795625577e-05,0.0014467839882602088,0.004567241294241655,0.00010463461419852803,1.2305952435092664e-06,0.0001017293631944882,1.9315480151263496e-05,7.61784764209779e-06,0.013593294369055217,6.5385460921663014e-06,0.002891608665252346,5.7223397694243576e-06
2.5659623869727587e-06,2.2334456464004927e-05,1.696183826076772e-05,9.168208972373557e-05,0.00016494812847678357,0.001730093631771833,0.003448813220537106,0.00014097752422944206,1.1450069342374013e-06,8.77834217508492e-05,7.921301274534348e-06,9.057429161477692e-06,0.013323417854045574,3.2809426445767264e-06,0.0035241969384105397,1.1984792618783645e-05
1.0214847817549824e-05,1.2328324549735676e-05,1.3787671999427526e-05,8.603746661800806e-05,0.000137615330344311,0.0015073629404833632,0.002764837903251954,8.051140875488361e-05,6.377104047142604e-07,0.00017072364483079557,1.6880346202982346e-05,1.4888871036172177e-05,0.011341615076448975,4.7939674022173955e-06,0.005420955018418647,1.1029588345216503e-05
7.287485624332606e-06,9.42914995702261e-06,1.5862577022471852e-05,9.229757221060263e-05,5.526631915512671e-05,0.0015933099523492468,0.006092320489600714,0.00013064751693880503,1.0068551146530714e-06,0.00021397866524871416,9.957784075677743e-06,1.4778878980960135e-05,0.0037034938974873487,4.856170211225713e-06,0.004643470172989489,1.0508922242423903e-05
1.2633086620615233e-05,2.201064012547745e-05,7.155302965125211e-06,8.01545658997474e-05,0.00014464882471742414,0.0014867867580286723,0.004568855987403081,2.821100063881763e-05,1.1195856615439127e-06,0.00018507608998787013,2.1347282186579473e-05,6.5128623953680875e-06,0.005177954879976764,8.885291651752354e-06,0.0042960291916603055,7.346126015130706e-06
