krb(0),krb(0),krb(0),krb(0),krb(0),krb(0),krb(0),krb(0),krb(1),krb(1),krb(1),krb(2),krb(2),krb(2),krb(2),krb(2),cfall(0),cfall(0),cfall(0),cfall(0),cfall(0),cfall(0),cfall(0),cfall(0),cfall(1),cfall(1),cfall(1),cfall(2),cfall(2),cfall(2),cfall(2),cfall(2),micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
-1.1596872022682994,-1.8440912398594411,-0.5125038199919983,-1.1794050639404499,-1.6461360784417765,-3.325902490483892,-4.250578462135271,-4.656970954767938,-7.26519812744545,-12.409158842826205,-6.309713162800463,-8.039218536127658,-12.031568586371952,-5.842769478233619,-2.853327732995408,-8.740988945871644,0.06970264232094901,0.056435393841098386,0.09606057525529514,0.07990587165507333,0.05669106456758642,0.0016137861079797442,0.02436131911852644,0.009576294075837098,8.573632917889022e-05,0.0001574713869448301,0.0003861875532726013,8.169882610256011e-05,8.522351102185525e-05,0.00010430093758161617,0.0003024871050375743,0.0003886354741694055,0.7449125335060667,0.16173228370203194,0.03746535768967818,0.025009127527491272,3.2146161345063974e-07
-1.2211976438892729,-1.7875695241181448,-0.47801124070459944,-1.1109837469494046,-1.4853983994365216,-3.137120792596998,-4.82969772537796,-5.265712618498368,-7.55561191977645,-11.397712175881166,-6.927919910402712,-8.01673669689926,-10.166567404335417,-5.673890259791853,-2.9466279899211054,-9.861380632271239,0.07103084669113277,0.062367490657460264,0.08309485791780048,0.07283982074205844,0.06618960788766168,0.0016945166960131391,0.02425213852057314,0.01118806125493514,7.903923975155208e-05,0.0001644877968514354,0.0003776868985499886,7.921507153105276e-05,8.06556673826593e-05,0.00010140964229137296,0.000315045806641474,0.0004359370293351196,0.7671080458547322,0.13960411649853913,0.041903923890212434,0.023283974387104552,2.7535965346956464e-07
-1.1241690340278172,-1.8894927992208967,-0.4627005938857486,-1.1815335995999063,-1.6010699341661048,-3.3155903259690804,-4.50871851898981,-4.7450995814225205,-7.1782927247238355,-12.865744357359521,-6.180556677200943,-9.52047084756937,-10.495793048316353,-6.1908264636307795,-3.413077139328019,-8.767877897302522,0.06236850679013109,0.058619148343785045,0.09192715497108286,0.08119917050556727,0.05723463654427499,0.001725327363187008,0.023724043980035,0.010560567258894538,7.617621862889164e-05,0.00016377184333083288,0.0003604427157933066,8.054501144727933e-05,7.451593944091746e-05,0.00010035903443674918,0.00031723474383022615,0.00039626950521715927,0.8043729673836428,0.1616798525057103,0.04004940630865174,0.02609928896989493,3.0771405622753125e-07
-1.3473807967775357,-2.104778309862167,-0.45691245356207383,-1.2349043604506587,-1.5096621515990312,-2.8350043376527507,-4.915964847833808,-5.294029660630204,-8.367377863344323,-11.986931065467335,-6.669966445291653,-9.217931779601471,-11.61434553915024,-5.964910726714751,-3.2920598808728165,-9.455126075077837,0.06892280050649599,0.06342509772913424,0.09355327290851304,0.08168779161532777,0.056276885704952505,0.0017914574334694827,0.027973856410954585,0.010404737496667519,8.276791729753463e-05,0.00014546376631876983,0.0003451645992761468,8.174556999333454e-05,7.704812797978297e-05,0.00010547918256720907,0.0003049745038738941,0.0004390365283579284,0.7188563038342051,0.15316722020114515,0.03841637020319454,0.023744933304167982,3.2464463697329015e-07
-1.3466282222211627,-1.8351803470828383,-0.4855779204941293,-1.1666019981756108,-1.5376733061682935,-2.7815144521069763,-4.48449027985946,-5.266584273188698,-7.380376588561094,-11.905591970136502,-6.434175554714344,-8.724752426221206,-10.447113844195163,-6.176700060740137,-3.21753815146275,-9.726429203222457,0.059765212548634136,0.06112867582493461,0.08570307196758774,0.08754241643263252,0.061863810324779354,0.0017088384547440806,0.02616385813676904,0.011352059628523469,8.396296518399689e-05,0.00016829906795329426,0.0003929030475063265,7.911186772326067e-05,7.841714297032285e-05,0.00010315601566989588,0.00033131563867676327,0.00039338460030048856,0.725398728984541,0.16094081390627188,0.03666174284381033,0.023861961592272232,3.1178129298835365e-07
-1.118171089533232,-1.9085549038166139,-0.4744157092257438,-1.152956608388694,-1.572824818833625,-2.989292933425715,-4.4540178594690785,-4.926302790212139,-7.969212662688212,-11.884679248164765,-6.048197458874836,-9.237219008364065,-10.815395622227705,-5.2814605517850675,-3.086300699785483,-9.017442706015709,0.07046294946774814,0.057127103406861224,0.0961380126373814,0.07909128915990196,0.06296923493937376,0.0019139108543228247,0.02637703201101991,0.011427912437502259,8.392923831455024e-05,0.00014726135200061384,0.00040277256558121844,8.903438633537603e-05,7.508474276570647e-05,0.00011541998023718026,0.00030055489452018397,0.00036971850241219816,0.7703857177974435,0.15706686050827398,0.04119154799325825,0.02470510000306094,3.2331240203230587e-07
-1.3089058359671915,-2.0255938677960867,-0.4578844971298197,-1.2965117304605864,-1.4629632161765829,-3.345817967403263,-4.507409702218168,-4.722177823483985,-7.911549401172078,-11.385480949228894,-5.991519671731744,-8.654079602750876,-11.675618951664411,-5.594184102513199,-2.864590014467455,-9.90408410191935,0.0624209612622873,0.06430486828195862,0.08887706164653351,0.07894879090318517,0.06437558090963225,0.0019355132853830896,0.026363734461063028,0.009626833730155654,8.65591388967683e-05,0.00016494386498813713,0.00036164650133666383,7.744206242955523e-05,8.285063010097852e-05,0.00011023506644174966,0.00029889943583389684,0.0003806545502721468,0.7643640166902238,0.138935948635856,0.03820092753832371,0.02656667860648613,2.9255805149254886e-07
-1.2380750879798743,-1.8318650363267006,-0.4684548687972695,-1.2175481415581888,-1.6095052795385265,-3.1326265374474707,-4.62604787640612,-4.659914327421831,-7.2156294515505275,-10.65181931341799,-5.863973839984443,-8.374331463571183,-10.476352572755987,-5.775473543001425,-2.8597830287826573,-9.208579825181655,0.06790292098193423,0.06080566443905866,0.08838134313807232,0.07371566964328044,0.06350281134756802,0.0017643278308717312,0.028575590235437837,0.01096519132111942,8.797526743851678e-05,0.000151133328147152,0.0003733264897618824,7.880260870630077e-05,8.150161142033064e-05,9.945090784438397e-05,0.00027415167247393953,0.00038407357580349307,0.7129151271047387,0.14830434482121033,0.041831262559773506,0.025947042352242978,3.091861207212389e-07
-1.2336414741872348,-1.9221169888079823,-0.5072182679232051,-1.2435336633947514,-1.5119406617279478,-2.8896732669324616,-4.817647943312864,-4.527440459094025,-7.225648861044728,-11.336029101915518,-6.505861549111961,-7.860523733058065,-10.538975877618524,-5.358778969115642,-2.870305489333683,-10.377081193873634,0.06153930498663634,0.060006868785715005,0.08491172475550776,0.08629889574812548,0.06439569046921223,0.001742369454813903,0.026173506437815963,0.011287060903866851,9.12411776864268e-05,0.0001406346280176907,0.0003782439912306826,7.650046601344919e-05,7.842859010474815e-05,0.00011959051586733053,0.0003306183790413565,0.0003877933934498518,0.7461050781608896,0.13514735419177756,0.04127436578232115,0.024815144152611327,3.2697813254325425e-07
-1.3206523827202075,-2.106478810192139,-0.4762237375261676,-1.2443442122945358,-1.6295589825607468,-3.069199811691326,-4.476353119782426,-4.784814175977985,-7.221359670595377,-10.756092802539342,-6.007358946255885,-9.097395795058535,-11.346385138498363,-6.121280621494635,-3.2235342291993674,-8.803710128310394,0.06349337358399425,0.0629036208930515,0.08521650769654651,0.0827849329309299,0.06273834285174448,0.0015930839017367529,0.026964403031809598,0.010255892454030944,8.284900693873079e-05,0.0001590159257591085,0.000409233674574372,7.890775346199521e-05,7.389195813230306e-05,0.00010113120974529166,0.0003057088030190876,0.00040934047962731736,0.7168161494880375,0.14443164641733744,0.03822042731363276,0.026935044547594326,3.258329033405846e-07
-1.1767684082478869,-2.0719130573492417,-0.45959455668751514,-1.1287060533224922,-1.4472240845657856,-2.9962257217493615,-4.248206916366091,-4.875160793441207,-7.300028928012941,-11.063165297018243,-6.071191837171624,-9.194399478366144,-11.020239821604342,-6.0055752320203535,-3.1839665520882834,-10.228402906421474,0.06856666602075367,0.054823345448704375,0.09033959135705265,0.08083939985772254,0.06133847239153745,0.00184562240168741,0.02719532088152161,0.010242436642348524,7.622667617939198e-05,0.0001423094373257749,0.00034440536826067927,8.458928251656173e-05,7.548454923326031e-05,0.00010116786765537672,0.00032128302558901003,0.0004041191024335322,0.7394297417474665,0.1390794483841501,0.04003296785752293,0.02723236569116201,3.2512931060826075e-07
-1.2965949365252711,-1.8063685373068041,-0.44929126585883744,-1.1710685624135604,-1.451140007519757,-2.944346948732745,-4.287342576518752,-4.953164616725635,-8.225723190395756,-11.539649955865961,-6.208822347362101,-8.899288702811308,-10.853909250495153,-5.806303653593909,-3.281936055646088,-10.216995213650062,0.0679589787762093,0.060062578594312646,0.0865622766689052,0.0845295266809486,0.06610883822768265,0.0018660384702650161,0.02602776742706758,0.01126815709607116,7.931925281902885e-05,0.000151691552570334,0.00036833050226820743,8.859912971815222e-05,8.740918147417373e-05,0.00010146859446325576,0.00028268763017342874,0.0003807669952320293,0.7332307127904258,0.1645086416850402,0.04152672466002772,0.0250207703797332,2.7223177528169794e-07
-1.1169315941861966,-1.8196771282882225,-0.4432836769151428,-1.3357705274953067,-1.423432230068044,-2.9166732078959887,-4.099729630025564,-4.88283081722711,-8.057269155388035,-12.747126193972464,-5.989487354190535,-8.825372901583355,-11.804846149122756,-5.733412381218768,-3.2889585826719845,-10.199826965671479,0.06106685715065491,0.0597880974888542,0.08596355609209445,0.07877237369149884,0.0625811465347033,0.0016636275554990938,0.024391712037797254,0.010974409317246147,7.900118205098403e-05,0.0001469849550609339,0.0003568196368339527,8.839974061335682e-05,7.575187993422682e-05,0.00010288732797853473,0.0003243830308098774,0.0004429073485319917,0.8220564661263245,0.14254574641251047,0.04265834433344542,0.02406057310433323,2.725260486647796e-07
-1.2143025476144502,-1.8411961290102967,-0.49126821101261053,-1.1808464926247009,-1.4482244839151623,-3.0973303891155184,-4.262215271157896,-4.518732771265434,-7.499152411281401,-12.456329976264383,-5.88166084656167,-7.84901968825995,-11.686800707937014,-5.67944632502828,-2.8785159458910026,-10.287429863027999,0.06469393072055538,0.053471295161078805,0.09300231586789981,0.07981884049107447,0.06659524619587942,0.0018460263014928586,0.02774571012891347,0.009555688220596352,7.613960045970564e-05,0.00014538319019219786,0.0004031269578208532,7.969017994250535e-05,8.304084064964182e-05,0.00010409964926192239,0.00028018830628898854,0.0003636498195842183,0.7428796924350485,0.13931516681016357,0.0360264267327838,0.02628382160366807,2.79467846046898e-07
-1.1881922013991426,-1.9659938080583896,-0.4989086633301438,-1.1258339932300898,-1.4499832574072178,-2.8920406160638352,-4.519926743773213,-5.323307462836721,-7.71783623866187,-12.414634435552367,-6.993373842424411,-8.954081916704112,-10.55510005034237,-5.622968548629894,-3.4139710249978092,-8.878236946917895,0.06633603001479807,0.05600433448450125,0.0824108196719718,0.08417836907301574,0.05965302433293311,0.0017936101175803905,0.02501415173993904,0.01119917708967212,7.896853159350003e-05,0.00014750568538193112,0.0003938437867690187,8.528816868265561e-05,8.931513720735558e-05,0.00010805123367431891,0.0003283708751141267,0.000415327116444265,0.8070204756464381,0.14807847086824366,0.03986675138161823,0.02626279108461979,2.978215534473861e-07
-1.206719952066607,-1.8614703401598327,-0.46122372065100103,-1.2036186271472067,-1.6210559368096626,-2.7885564453382186,-4.207080666983625,-4.586396558522718,-8.10506011276709,-11.002537557558814,-6.78640186980742,-7.853034721037716,-11.384419152920506,-6.132116119095685,-3.1151899238208878,-9.199991448690751,0.06489663973669431,0.057714671975371244,0.08986092680200408,0.0769051766947463,0.06670754566491395,0.0017285352198977092,0.025008804022115496,0.011548603816107514,8.564021396392621e-05,0.00013885684387232843,0.00036622757022264916,8.39648453829761e-05,8.09522285996548e-05,0.00011731012849372223,0.0003064016582860435,0.0003997345230729037,0.709007061406413,0.14540234721760378,0.042989040107368676,0.022798951191024843,3.0287773548396457e-07
-1.1902747536186047,-2.166285617783852,-0.47056937030893714,-1.275903109871808,-1.6695577597018179,-2.7501280693411863,-4.606021723795272,-5.016424551351923,-7.613123972673516,-10.62806420046301,-6.139830088100824,-8.861971274828864,-11.86214889552405,-6.122026879447059,-3.3931824449860515,-8.655706341310998,0.0625499530505184,0.0625728132100368,0.09081071213385075,0.08834587336372013,0.06344148198843921,0.0016510538574086246,0.028025821257283826,0.010671173102975499,7.785832493143416e-05,0.0001467283832580808,0.0003814100535254891,8.091806711210284e-05,7.888403214882691e-05,0.00011114455573069252,0.00030380234440782663,0.0003650526502378822,0.7165040317136366,0.14484520126853834,0.04180564471171106,0.025010391044052362,3.272862868501141e-07
-1.2409742849087766,-2.0263260610962313,-0.501838210529281,-1.2427748605214344,-1.6771833734612125,-3.3241417560437028,-4.2531764769163605,-4.643572461944117,-7.159243615004781,-11.023181949266835,-6.191479915785671,-8.9404746122597,-11.95402669742538,-6.0815465109653974,-2.9959488277160036,-9.09787457315531,0.06225113984461431,0.06095664093811872,0.08871352913877158,0.08053469115748609,0.06013572770800173,0.0016787831210968963,0.023881559603363516,0.009663339529820663,7.863644513884358e-05,0.00016058551781700649,0.00038920092283828336,8.446407685637914e-05,7.537545936047346e-05,0.00011262262625240844,0.0003087171128884194,0.00037814799949095816,0.7063395926886773,0.15898183302156932,0.03948794271006738,0.023578193396222216,2.896947633516054e-07
-1.2458350084449348,-1.8664636909833012,-0.49966951593494224,-1.151512216952656,-1.5341581468180405,-3.070993607623077,-4.502328881826797,-4.90130571886803,-7.3390732059264066,-12.659122083219154,-6.24582353251003,-8.68305716864024,-10.769444230353482,-5.7202919746253365,-3.098136683284535,-10.169794722521196,0.06552951671052677,0.05378124286132419,0.08434480323025509,0.07632860194534445,0.05833473985664823,0.0016148907108123195,0.02640901711579885,0.009487483209576587,8.311162587746899e-05,0.00015645638498225332,0.0003810593897110421,7.871688529729508e-05,9.008692043940661e-05,0.00011642216783248347,0.0002955394271610985,0.0003808939091912685,0.8013154296271503,0.13817179230269214,0.04224109032883449,0.02479511188355704,3.027216226895931e-07
-1.2033009467420694,-2.153376384452172,-0.4947398217599253,-1.3180367768325973,-1.6167919823804815,-3.152490682409464,-4.689195225337882,-4.936113541769436,-7.786773117869432,-12.55438075250351,-6.911724214186039,-7.902030088427017,-10.350286209338066,-5.259205464188653,-3.2043347180555237,-8.851681932927931,0.07064548833594674,0.05549862795234873,0.08894701230377684,0.0857393102537517,0.06066857662638201,0.0018723330468509282,0.025592263862563608,0.010066872148629431,8.39381507027451e-05,0.00016555437286644727,0.00037154182820938966,7.483295824115518e-05,7.687610786171545e-05,0.00010411649284011379,0.00028938095761480993,0.0003676696919055002,0.7284659697260687,0.16108149952692524,0.03926164125169361,0.02624793885796155,2.850157802486795e-07
-1.2446986105253512,-1.7846101025863186,-0.5231531025197079,-1.186375506130364,-1.4067746584892546,-3.1123745878520226,-4.961156265739086,-4.581518560737304,-7.9574620599083605,-11.109873760942962,-6.016070934042401,-8.699715020130492,-9.908516868950464,-5.225016458697707,-2.8539266933290817,-10.382978020908523,0.060035558831071256,0.0539539083909774,0.09024992697506473,0.08794694264823971,0.06050179115244035,0.0017605547070444808,0.026950916888376236,0.01001504597377895,9.037503994043358e-05,0.00015387925106197107,0.00036253862961061747,8.622599948286588e-05,8.03617027158767e-05,0.00010121667485235863,0.00028554381795417507,0.0003668539112108059,0.7225513719031792,0.1608933259006651,0.04215891799949163,0.023491520789528434,3.134771956397427e-07
-1.3060361699658691,-2.004296410108718,-0.48771530006522434,-1.211223452789817,-1.408891896636455,-2.787388982509715,-4.1632243235746,-5.27127274605154,-8.15029517335739,-11.714240117869638,-6.28571700620217,-9.216492723559995,-10.893865335179406,-6.290323660582105,-3.428832560828835,-9.2534619670807,0.06176444271858669,0.06013377081607218,0.0837628846564941,0.08757356945825698,0.06403785221498758,0.0016872264105226504,0.02795004062879085,0.009658090324069765,8.265694051695618e-05,0.0001563380524555181,0.0003801127409767783,7.80633376758135e-05,8.332096220809283e-05,0.00011228002352687137,0.00032362019268214606,0.0004351448441568538,0.758647463906829,0.16371275852134848,0.0388150348099164,0.0242389985240647,3.057858356870784e-07
-1.2495450070261602,-1.846099411081459,-0.5259501142275619,-1.1649626417777252,-1.4467140881129747,-2.962599901666689,-4.112871832985966,-5.163457127494077,-6.9758709686353,-12.374551983368924,-6.487193136636523,-8.576541084845934,-11.752358712650144,-5.9387047441907574,-2.89828691597397,-8.900580621426993,0.06071177789613874,0.06383882687059403,0.08256520823887116,0.07633931606394691,0.05610628928596038,0.0017061583203529962,0.027384390115567037,0.01139715009509601,7.774505411279666e-05,0.0001574182391040297,0.0003860350116145594,8.018924811271499e-05,7.45695107938564e-05,0.00011322855697539264,0.0002974074123605997,0.00040635988711215713,0.7359269992739529,0.14508837396294538,0.03776058284365361,0.025243494400810626,2.8543637152375357e-07
-1.1810471737473625,-2.0877894808917934,-0.48645169440307967,-1.158114793768395,-1.585369204998693,-3.186625659627795,-4.399714049863794,-4.946377356920816,-7.085063163179112,-11.059563495379237,-6.727604901638783,-9.120770300698055,-10.788922831585845,-5.722847906890434,-2.892347104577093,-8.622953287445412,0.06346009322227052,0.06227451641958058,0.09876724477684282,0.07289042789624144,0.05981603072350091,0.0018670593577662605,0.02633678834689511,0.010383829340192005,8.906953909504608e-05,0.00016030764907545703,0.00039971416333170706,7.784453897443908e-05,8.798622104224815e-05,0.00011112364854934213,0.0003046164206118955,0.0004300309183487142,0.7716299744507444,0.14767278542577875,0.04036254771085502,0.026059778700308723,3.180776642659852e-07
-1.1677965178035443,-2.1455831003664603,-0.4467695065241216,-1.228765989863733,-1.5203143352233426,-2.907964797225228,-4.930079590557573,-4.986105116016813,-8.021090080121922,-11.084821609922171,-5.914024078201315,-8.89089964817452,-11.735754388413685,-6.191200653103895,-3.1978015976479703,-9.750109685551298,0.0714848877680953,0.05642064858169015,0.08804054836367839,0.07490336413297848,0.06220337754473984,0.0019071283702325225,0.027181170131380435,0.010320435734691906,8.873755810074138e-05,0.00014101131044096045,0.00039436758094791777,8.898011606719728e-05,7.608500919408175e-05,0.00011176146623479509,0.00028537408351110967,0.0003747691808800098,0.7056230234384439,0.13675009815828593,0.03684577851546318,0.022937649607592637,2.791597894667899e-07
-1.2069784168019366,-2.0770771348538655,-0.47140875000616933,-1.1722261256284967,-1.5368836641432895,-3.064408816243905,-4.081275186315991,-4.625775764886569,-8.417370147607715,-11.975848460445787,-6.784867308471624,-8.503149033969953,-11.306316521793098,-5.250492731580043,-3.1671235948475904,-9.94055704459247,0.07226574713862992,0.06062556269844332,0.09811596097495018,0.0783923581073151,0.05655185327521719,0.0017994787368737647,0.025223186743924944,0.010464937982934946,7.486583957197818e-05,0.00016780380873660842,0.00036205415729054474,8.84542971780718e-05,8.092002985375664e-05,0.00011742190242648671,0.00032611055018341413,0.0004433918302410163,0.7810479798847254,0.14120446927186509,0.03696300680664978,0.023728479233988964,3.0524921513894016e-07
-1.1510640986551348,-1.9167440517015526,-0.4421263576690696,-1.226001054006698,-1.4060303166629782,-3.225198294580101,-4.887615928697996,-5.024538064923825,-7.9075218005194285,-11.45135807559702,-6.9205637737313035,-7.951664871624557,-10.11455082303316,-5.991906282677119,-2.961691481288971,-10.279681072035853,0.06122763329995269,0.06148571718865855,0.08878652064133963,0.08116448057162279,0.06103677414660688,0.0018896442327611196,0.027341376514563184,0.01001792081324933,8.526560028730855e-05,0.00015960699754742378,0.00034693767321340735,8.879567349444205e-05,8.727317185289139e-05,0.00010476474245700862,0.0003288258183352969,0.00042423436243375744,0.7800543907237086,0.1403117221818278,0.0406492192943819,0.02541033814955976,2.9313390103449753e-07
-1.132033737801508,-2.1349714379776445,-0.45239748944750396,-1.1126789980182907,-1.6843550954598028,-2.9647549889946236,-4.597610624621188,-5.135286038393784,-7.2387048625377695,-11.300824602468674,-6.456588612074122,-8.066060270772072,-10.685889717525969,-5.787656132995284,-3.4366158993649742,-9.701065211570503,0.06750314771632798,0.05717380819042462,0.08673522492122088,0.07524670896985382,0.06156489431016872,0.0016127365088668669,0.024188461961453373,0.009983775838435852,8.42139849240121e-05,0.0001535787124056963,0.0003749171752885418,7.766549554423187e-05,7.974164779595893e-05,0.00011292024382758765,0.0002863155461945977,0.0004159820235536369,0.7435111532701429,0.14859008483570965,0.04330338611096138,0.025560081944649343,2.8208244007022825e-07
